base_size,layer_index,petal_index,opening_degree,cp1_x,cp1_y,cp2_x,cp2_y,cp3_x,cp3_y,cp4_x,cp4_y,cp5_x,cp5_y,cp6_x,cp6_y,cp7_x,cp7_y,cp8_x,cp8_y,extrude_depth
3.431691,1,5,0.795724,-0.29867,0.0,-0.454888,0.754011,-0.294874,1.752412,-0.180287,2.788184,0.049784,2.970776,0.182158,2.786277,0.314047,1.789961,0.434476,0.731987,0.01168
3.431691,1,6,0.795724,-0.316977,0.0,-0.444121,0.761698,-0.308712,1.797458,-0.184367,2.92675,0.055486,3.063683,0.186711,2.904819,0.323725,1.851683,0.416336,0.730706,0.012487
3.431691,1,7,0.795724,-0.304066,0.0,-0.473779,0.773542,-0.307898,1.750487,-0.182721,2.826787,0.054295,2.942833,0.180262,2.834072,0.304605,1.836149,0.418741,0.693867,0.011806
3.431691,2,0,0.795724,-0.346297,0.0,-0.48184,0.841309,-0.350462,1.930449,-0.20706,3.27195,0.112495,3.35321,0.215144,3.187371,0.338623,1.94495,0.494676,0.833155,0.010539
3.431691,2,1,0.795724,-0.350163,0.0,-0.486667,0.791997,-0.363865,2.016925,-0.212588,3.359395,0.11213,3.378207,0.215015,3.176846,0.365583,1.925103,0.48763,0.840977,0.010258
3.431691,2,2,0.795724,-0.329725,0.0,-0.472016,0.843197,-0.328202,1.991766,-0.20223,3.163258,0.106543,3.360559,0.217423,3.133181,0.345324,2.031326,0.489228,0.830695,0.010582
3.431691,2,3,0.795724,-0.33454,0.0,-0.484927,0.818357,-0.350759,2.008949,-0.205595,3.284365,0.117412,3.163548,0.208612,3.164584,0.34221,1.916142,0.466444,0.787845,0.010121
3.431691,2,4,0.795724,-0.341952,0.0,-0.473959,0.830426,-0.348992,2.00836,-0.215747,3.245616,0.103766,3.264991,0.211177,3.185275,0.356326,1.910707,0.458717,0.795101,0.010267
3.431691,2,5,0.795724,-0.352292,0.0,-0.499339,0.834835,-0.345595,2.051882,-0.203921,3.276793,0.103783,3.213341,0.207692,3.029177,0.343348,2.080033,0.480791,0.800459,0.010521
3.431691,2,6,0.795724,-0.355017,0.0,-0.47826,0.812341,-0.341009,1.934564,-0.209926,3.194588,0.109974,3.152965,0.207458,3.001386,0.342154,2.11494,0.476079,0.819837,0.010168
3.431691,2,7,0.795724,-0.362082,0.0,-0.47379,0.827779,-0.347767,2.006354,-0.198953,3.002789,0.102304,3.2336,0.210082,3.198218,0.364325,2.017719,0.466898,0.83166,0.0103
3.431691,2,8,0.795724,-0.351695,0.0,-0.480699,0.796387,-0.351367,2.00118,-0.202417,3.098257,0.108637,3.281904,0.202964,3.1342,0.337613,2.017035,0.489078,0.851471,0.010485
3.431691,2,9,0.795724,-0.344818,0.0,-0.487481,0.862448,-0.364646,1.991609,-0.206761,3.248383,0.108141,3.15436,0.20343,3.268028,0.350094,2.025844,0.468759,0.819146,0.010405
3.431691,2,10,0.795724,-0.355187,0.0,-0.513162,0.831159,-0.340574,2.034565,-0.219811,3.085735,0.103168,3.348611,0.208854,3.287395,0.346926,1.959244,0.504566,0.804719,0.010124
3.431691,2,11,0.795724,-0.345179,0.0,-0.508596,0.813815,-0.340417,1.917151,-0.188521,3.18025,0.120429,3.453293,0.203131,3.24103,0.350048,2.004616,0.487341,0.854094,0.010047
3.431691,2,12,0.795724,-0.335527,0.0,-0.4749,0.834536,-0.337194,1.941435,-0.206311,3.243636,0.113403,3.288695,0.211213,3.240285,0.338023,1.924014,0.498509,0.809421,0.010808
3.30981,0,0,0.258059,-0.243018,0.0,-0.344302,0.734011,-0.232477,1.747155,-0.142871,2.77978,-0.001009,2.884387,0.154005,2.591223,0.231795,1.845362,0.33015,0.746725,0.015939
3.30981,0,1,0.258059,-0.241468,0.0,-0.331965,0.733154,-0.256088,1.832191,-0.145016,2.847985,-0.001799,2.731016,0.145484,2.755562,0.229102,1.914431,0.341613,0.755446,0.015117
3.30981,0,2,0.258059,-0.244062,0.0,-0.322253,0.741601,-0.245681,1.779332,-0.147969,2.941582,-0.009853,3.190686,0.152004,2.851562,0.265116,1.835944,0.347175,0.758284,0.015466
3.30981,0,3,0.258059,-0.248991,0.0,-0.345979,0.711806,-0.241575,1.883172,-0.144789,2.889486,-0.000416,2.823264,0.143813,2.879114,0.258039,1.89127,0.331058,0.731644,0.0157
3.30981,0,4,0.258059,-0.236012,0.0,-0.328229,0.751928,-0.250844,1.687531,-0.146163,2.960098,0.010876,3.010668,0.149134,2.779785,0.225866,1.851773,0.343019,0.70975,0.014175
3.30981,1,0,0.258059,-0.265646,0.0,-0.399306,0.90803,-0.270482,2.059772,-0.172387,3.221412,0.01674,3.358039,0.166526,3.126128,0.275444,1.874882,0.371383,0.851575,0.013321
3.30981,1,1,0.258059,-0.290938,0.0,-0.383581,0.837841,-0.267419,1.94883,-0.159314,3.2578,0.017505,3.294882,0.163101,3.122506,0.266559,2.046945,0.379658,0.83359,0.013241
3.30981,1,2,0.258059,-0.263101,0.0,-0.385797,0.805189,-0.269341,2.107657,-0.158599,3.258403,0.013924,3.37411,0.176026,3.313281,0.266587,2.097253,0.392529,0.88308,0.013532
3.30981,1,3,0.258059,-0.258745,0.0,-0.375566,0.82362,-0.272184,2.032002,-0.164807,3.321354,0.02217,3.38647,0.162081,3.346277,0.274294,2.052571,0.360071,0.849536,0.013487
3.30981,1,4,0.258059,-0.269832,0.0,-0.388582,0.798765,-0.26899,1.975948,-0.160741,3.140089,0.012366,3.350531,0.159921,3.353197,0.258661,1.94832,0.385985,0.850928,0.014195
3.30981,1,5,0.258059,-0.27909,0.0,-0.379186,0.830602,-0.28496,1.940904,-0.166103,3.372542,0.017626,3.458407,0.165055,3.254842,0.262937,1.952546,0.364156,0.845393,0.014122
3.30981,1,6,0.258059,-0.283398,0.0,-0.38591,0.818845,-0.275091,2.003331,-0.166323,3.242873,0.011329,3.271074,0.162767,3.047452,0.277622,2.004371,0.389064,0.823843,0.013209
3.30981,1,7,0.258059,-0.265329,0.0,-0.37877,0.832456,-0.274122,2.085397,-0.164534,3.089829,0.01445,3.378178,0.167674,3.09806,0.284705,2.031892,0.366061,0.7974,0.013353
3.30981,2,0,0.258059,-0.315304,0.0,-0.434322,0.896033,-0.306509,2.162168,-0.184968,3.714243,0.034062,3.650484,0.182762,3.583717,0.296253,2.275476,0.44419,0.932204,0.012464
3.30981,2,1,0.258059,-0.30528,0.0,-0.413706,0.905141,-0.308431,2.315561,-0.187217,3.392317,0.042536,3.474386,0.182765,3.738713,0.30761,2.291835,0.410275,0.905213,0.012539
3.30981,2,2,0.258059,-0.308407,0.0,-0.419786,0.890641,-0.287826,2.262597,-0.180301,3.70204,0.03869,3.9482,0.183879,3.691116,0.304563,2.238994,0.418496,0.886514,0.011341
3.30981,2,3,0.258059,-0.311087,0.0,-0.418342,0.918808,-0.283342,2.299913,-0.188755,3.790106,0.03279,3.604779,0.183491,3.749154,0.292908,2.232219,0.424713,0.936847,0.012355
3.30981,2,4,0.258059,-0.30227,0.0,-0.418029,0.932725,-0.310757,2.248056,-0.187275,3.607556,0.038992,3.824103,0.188903,3.665287,0.299681,2.204637,0.42237,0.91828,0.012163
3.30981,2,5,0.258059,-0.282354,0.0,-0.420018,0.922687,-0.298405,2.298278,-0.187153,3.57733,0.038244,3.991656,0.184024,3.652547,0.315576,2.257377,0.415476,0.948615,0.012853
3.30981,2,6,0.258059,-0.313151,0.0,-0.417087,0.966389,-0.302504,2.204324,-0.188843,3.525406,0.035987,3.708259,0.185753,3.77622,0.308047,2.128664,0.425813,0.930336,0.012717
3.30981,2,7,0.258059,-0.310687,0.0,-0.415296,0.928402,-0.295468,2.189962,-0.189334,3.656963,0.044546,3.788906,0.181015,3.61388,0.297938,2.193224,0.422449,0.945752,0.011687
3.30981,2,8,0.258059,-0.306868,0.0,-0.421287,0.935139,-0.306345,2.352931,-0.189386,3.701884,0.033328,3.85935,0.183674,3.687977,0.316761,2.245323,0.417996,0.939229,0.012473
3.30981,2,9,0.258059,-0.301814,0.0,-0.439298,0.90714,-0.311112,2.134712,-0.188337,3.702351,0.04032,3.910215,0.183974,3.722115,0.302026,2.27321,0.427293,0.959493,0.011808
3.30981,2,10,0.258059,-0.306875,0.0,-0.427523,0.957707,-0.307215,2.232104,-0.18772,3.545389,0.030199,3.622935,0.18708,3.643653,0.322984,2.25983,0.421264,0.958516,0.012253
3.30981,2,11,0.258059,-0.303868,0.0,-0.422207,0.863551,-0.302584,2.16861,-0.169952,3.700307,0.030566,3.858143,0.19017,3.811545,0.311617,2.272828,0.424773,0.930665,0.011869
3.30981,2,12,0.258059,-0.303729,0.0,-0.419177,0.915251,-0.314195,2.251377,-0.185131,3.682306,0.035582,3.556946,0.181742,3.640105,0.297197,2.280219,0.416525,0.928307,0.012396
2.896033,0,0,0.553403,-0.225703,0.0,-0.314399,0.606396,-0.223451,1.412178,-0.131023,2.24461,0.010827,2.348772,0.133815,2.333873,0.231537,1.411794,0.306832,0.62376,0.011815
2.896033,0,1,0.553403,-0.224572,0.0,-0.29717,0.628112,-0.223618,1.513257,-0.130435,2.330819,0.008028,2.40773,0.132485,2.391979,0.225168,1.411984,0.303079,0.600977,0.012399
2.896033,0,2,0.553403,-0.220729,0.0,-0.311591,0.603124,-0.219827,1.48235,-0.13681,2.294404,0.004926,2.441024,0.12969,2.267417,0.226834,1.356917,0.309443,0.577175,0.011521
2.896033,0,3,0.553403,-0.234695,0.0,-0.303446,0.628173,-0.217473,1.472313,-0.139957,2.329749,0.000944,2.347287,0.144126,2.1968,0.209021,1.411901,0.312397,0.601698,0.01253
2.896033,0,4,0.553403,-0.221502,0.0,-0.327612,0.57362,-0.224168,1.456645,-0.141014,2.248771,-0.004131,2.419661,0.134289,2.203342,0.22661,1.449021,0.309854,0.581271,0.012114
2.896033,1,0,0.553403,-0.258388,0.0,-0.338656,0.690965,-0.251426,1.661064,-0.14883,2.622272,0.029211,2.566294,0.156113,2.468531,0.243771,1.548936,0.361301,0.689326,0.010671
2.896033,1,1,0.553403,-0.249943,0.0,-0.353099,0.695142,-0.250934,1.741417,-0.156066,2.646471,0.034804,2.585115,0.15377,2.505977,0.250055,1.637347,0.36051,0.691383,0.010802
2.896033,1,2,0.553403,-0.264099,0.0,-0.347788,0.675079,-0.253032,1.606689,-0.15929,2.654845,0.025996,2.59678,0.152834,2.603737,0.252075,1.629024,0.378933,0.635487,0.010913
2.896033,1,3,0.553403,-0.261011,0.0,-0.350491,0.638348,-0.254756,1.597021,-0.15776,2.63203,0.030144,2.779784,0.156692,2.557745,0.24872,1.656532,0.344835,0.694401,0.010885
2.896033,1,4,0.553403,-0.255412,0.0,-0.345127,0.709054,-0.248792,1.637948,-0.157622,2.603808,0.038772,2.635711,0.159307,2.524674,0.246073,1.66061,0.348502,0.682952,0.010309
2.896033,1,5,0.553403,-0.265197,0.0,-0.361581,0.706982,-0.257468,1.603989,-0.159155,2.668213,0.029501,2.634101,0.159765,2.603854,0.266986,1.657478,0.346362,0.680819,0.010804
2.896033,1,6,0.553403,-0.252407,0.0,-0.332981,0.678406,-0.246142,1.684452,-0.146687,2.53938,0.029425,2.804527,0.152968,2.586911,0.255391,1.594012,0.351304,0.641396,0.010407
2.896033,1,7,0.553403,-0.254628,0.0,-0.367177,0.673127,-0.257287,1.625813,-0.144437,2.596182,0.030177,2.708387,0.15197,2.605541,0.253124,1.569595,0.361757,0.666403,0.01128
2.896033,2,0,0.553403,-0.266536,0.0,-0.402738,0.762053,-0.279199,1.851312,-0.16297,2.882714,0.056311,2.966565,0.168265,2.982828,0.279353,1.830743,0.373448,0.743133,0.009551
2.896033,2,1,0.553403,-0.264834,0.0,-0.379468,0.7495,-0.289418,1.71138,-0.163067,3.097201,0.063946,2.976548,0.171113,2.922576,0.292478,1.743294,0.404476,0.715909,0.00963
2.896033,2,2,0.553403,-0.281243,0.0,-0.394115,0.766246,-0.277975,1.895289,-0.168497,2.848499,0.065578,3.071821,0.159541,2.954067,0.29184,1.945108,0.380382,0.752486,0.009652
2.896033,2,3,0.553403,-0.272431,0.0,-0.384222,0.775314,-0.277192,1.836946,-0.163695,2.978267,0.064536,3.067155,0.173909,3.003914,0.279608,1.797166,0.38438,0.702441,0.009394
2.896033,2,4,0.553403,-0.277194,0.0,-0.406646,0.745237,-0.285027,1.69672,-0.1718,2.917759,0.058828,3.074036,0.164375,3.072362,0.284003,1.774941,0.391692,0.757163,0.009752
2.896033,2,5,0.553403,-0.278698,0.0,-0.407189,0.729275,-0.282587,1.748036,-0.166641,2.845651,0.05542,2.859016,0.163135,3.148922,0.28194,1.790916,0.393012,0.727778,0.009286
2.896033,2,6,0.553403,-0.282491,0.0,-0.412914,0.710032,-0.275024,1.853312,-0.163088,2.857043,0.063994,3.15637,0.16527,2.940422,0.284301,1.787422,0.407303,0.721649,0.009904
2.896033,2,7,0.553403,-0.277813,0.0,-0.398378,0.73587,-0.275987,1.812968,-0.171182,3.044039,0.063777,3.060487,0.168287,3.036875,0.281847,1.817412,0.385975,0.773891,0.00965
2.896033,2,8,0.553403,-0.280128,0.0,-0.39163,0.70063,-0.283286,1.848735,-0.174305,2.966261,0.059747,2.981039,0.166938,2.765088,0.285699,1.734669,0.391289,0.746945,0.009377
2.896033,2,9,0.553403,-0.290178,0.0,-0.393006,0.760651,-0.273224,1.735908,-0.174411,3.013059,0.068796,2.920915,0.170135,2.773361,0.285369,1.837447,0.403581,0.766091,0.009469
2.896033,2,10,0.553403,-0.270981,0.0,-0.380406,0.723417,-0.299869,1.729838,-0.166996,2.861223,0.062854,2.916005,0.169026,2.911147,0.29555,1.80399,0.391108,0.742119,0.009785
2.896033,2,11,0.553403,-0.277404,0.0,-0.385007,0.728598,-0.28629,1.802011,-0.162566,3.061454,0.057364,2.999415,0.1651,2.835734,0.280318,1.800278,0.363022,0.725687,0.009299
2.896033,2,12,0.553403,-0.287277,0.0,-0.394517,0.72772,-0.293792,1.898645,-0.157675,3.102049,0.061195,3.087497,0.166698,2.986849,0.272769,1.803564,0.397705,0.731698,0.009408
6.968445,0,0,0.538322,-0.549806,0.0,-0.750451,1.481133,-0.580258,3.348272,-0.309626,5.593338,-0.016846,6.04729,0.332753,5.45189,0.538494,3.320406,0.749272,1.411875,0.029505
6.968445,0,1,0.538322,-0.527613,0.0,-0.746815,1.465884,-0.506462,3.523806,-0.325035,5.688244,-0.003227,5.792047,0.31285,5.515343,0.569261,3.50594,0.746094,1.380688,0.029305
6.968445,0,2,0.538322,-0.540552,0.0,-0.728417,1.462772,-0.538729,3.515873,-0.31745,5.715093,0.014418,5.851939,0.335267,5.62301,0.567467,3.627892,0.768308,1.473323,0.028378
6.968445,0,3,0.538322,-0.527954,0.0,-0.753407,1.434941,-0.531111,3.559074,-0.333363,5.337243,-0.000453,5.668437,0.327149,5.377369,0.554192,3.408035,0.756767,1.406428,0.028623
6.968445,0,4,0.538322,-0.560904,0.0,-0.756972,1.515619,-0.546737,3.536099,-0.333217,5.566511,-0.004375,5.814742,0.331233,5.633712,0.540615,3.424103,0.806696,1.462098,0.029551
6.968445,1,0,0.538322,-0.597448,0.0,-0.899024,1.597894,-0.621685,3.731762,-0.38128,6.207002,0.074875,6.351365,0.371146,6.20817,0.642005,3.939975,0.840021,1.609777,0.026709
6.968445,1,1,0.538322,-0.604089,0.0,-0.850413,1.627507,-0.532549,4.081758,-0.355551,6.220258,0.058583,6.823268,0.355255,6.4542,0.647466,3.870517,0.860647,1.659153,0.02665
6.968445,1,2,0.538322,-0.62941,0.0,-0.855864,1.562348,-0.61435,3.984726,-0.367419,5.958789,0.069373,6.529829,0.358988,6.430856,0.606974,3.95077,0.877969,1.647138,0.027552
6.968445,1,3,0.538322,-0.587697,0.0,-0.86224,1.67156,-0.621885,4.014766,-0.359073,6.465479,0.044107,6.419267,0.343186,6.206174,0.605509,3.876747,0.878729,1.621557,0.026993
6.968445,1,4,0.538322,-0.574855,0.0,-0.850899,1.602907,-0.601345,3.652504,-0.358845,6.329747,0.075189,6.564852,0.351686,5.974177,0.61435,4.015765,0.866807,1.686071,0.02668
6.968445,1,5,0.538322,-0.565208,0.0,-0.850714,1.580883,-0.597427,3.805388,-0.363677,6.346921,0.081447,6.582011,0.364691,6.370251,0.584226,3.858829,0.836125,1.54651,0.02683
6.968445,1,6,0.538322,-0.611714,0.0,-0.86608,1.618751,-0.633227,3.822059,-0.349563,6.743078,0.0743,6.466216,0.357078,6.306723,0.612357,3.916355,0.84338,1.615481,0.027372
6.968445,1,7,0.538322,-0.65123,0.0,-0.804505,1.608193,-0.598027,3.716635,-0.378645,6.302403,0.080012,6.642836,0.365406,6.329849,0.624796,4.050437,0.822392,1.674522,0.026158
6.968445,2,0,0.538322,-0.670807,0.0,-0.971866,1.77702,-0.687701,4.27927,-0.397493,7.31372,0.140964,7.590615,0.398427,7.199532,0.670381,4.412892,0.900606,1.875574,0.023556
6.968445,2,1,0.538322,-0.681742,0.0,-0.899238,1.702639,-0.682564,4.364325,-0.404267,6.791647,0.154414,6.647513,0.406806,6.892267,0.685923,4.586084,0.957109,1.822144,0.023818
6.968445,2,2,0.538322,-0.679736,0.0,-0.953875,1.788926,-0.687411,4.494679,-0.399001,7.012095,0.138692,7.236384,0.413533,7.2009,0.721221,4.172476,0.932785,1.832297,0.02315
6.968445,2,3,0.538322,-0.678776,0.0,-0.942323,1.738975,-0.660935,4.085123,-0.409602,6.874265,0.161716,7.359116,0.418791,6.961066,0.728922,4.180314,0.933509,1.874374,0.024177
6.968445,2,4,0.538322,-0.665892,0.0,-0.977076,1.766718,-0.692964,4.193187,-0.391388,6.62652,0.149667,7.204406,0.419969,7.32052,0.676678,4.351664,0.941281,1.772266,0.023231
6.968445,2,5,0.538322,-0.664948,0.0,-0.929656,1.875451,-0.651929,4.451339,-0.411673,6.711202,0.154638,7.307072,0.405064,6.994065,0.696029,4.435438,0.99141,1.843041,0.022302
6.968445,2,6,0.538322,-0.686471,0.0,-0.954795,1.865161,-0.670932,4.316244,-0.392328,6.970031,0.163652,7.374421,0.388983,6.959663,0.688384,4.344513,1.022747,1.783792,0.021962
6.968445,2,7,0.538322,-0.695699,0.0,-0.9915,1.83204,-0.666512,4.560718,-0.39896,6.693143,0.138845,7.358025,0.392134,7.168824,0.660538,4.349521,0.961434,1.675989,0.02318
6.968445,2,8,0.538322,-0.682903,0.0,-0.991472,1.749319,-0.69421,4.258994,-0.408734,7.114046,0.160424,7.309282,0.405432,6.948061,0.676527,4.341523,0.914095,1.816171,0.023382
6.968445,2,9,0.538322,-0.70272,0.0,-0.940235,1.881443,-0.652806,4.126057,-0.413666,6.614056,0.151434,7.260748,0.423681,7.142557,0.696811,4.473394,0.95399,1.791247,0.023116
6.968445,2,10,0.538322,-0.684821,0.0,-0.900992,1.81984,-0.682605,4.285533,-0.406912,7.375977,0.147092,7.531504,0.401561,7.06447,0.674749,4.16657,0.942925,1.843989,0.023646
6.968445,2,11,0.538322,-0.668407,0.0,-0.975555,1.860235,-0.683754,4.370021,-0.403578,6.977814,0.160332,7.593366,0.418692,7.155274,0.692594,4.480477,0.932528,1.844734,0.023253
6.968445,2,12,0.538322,-0.708546,0.0,-0.962409,1.84043,-0.674896,4.102527,-0.422814,7.521202,0.150579,7.115931,0.41833,7.042174,0.677159,4.596752,0.948925,1.824328,0.023121
6.486893,0,0,0.541769,-0.522242,0.0,-0.718484,1.314551,-0.53101,3.21802,-0.309839,5.21628,0.012663,5.316252,0.290187,4.890117,0.493145,3.352204,0.691966,1.380844,0.02572
6.486893,0,1,0.541769,-0.498187,0.0,-0.723652,1.360422,-0.489241,3.309549,-0.300214,5.307233,-0.000922,5.441812,0.296749,4.929005,0.495285,3.057015,0.683927,1.3504,0.026789
6.486893,0,2,0.541769,-0.512493,0.0,-0.717151,1.361179,-0.496208,3.293795,-0.316693,5.061035,0.000185,5.589216,0.323431,5.270953,0.490529,3.272534,0.724255,1.367699,0.026507
6.486893,0,3,0.541769,-0.513481,0.0,-0.675489,1.354115,-0.510704,3.101135,-0.306259,5.212847,0.005211,5.326369,0.294196,5.147079,0.51767,3.293903,0.693795,1.327389,0.02776
6.486893,0,4,0.541769,-0.506917,0.0,-0.706149,1.343857,-0.50293,3.159176,-0.312493,5.216658,0.002666,5.449489,0.305678,5.078739,0.518082,3.079884,0.662092,1.286781,0.026022
6.486893,1,0,0.541769,-0.548533,0.0,-0.823705,1.492863,-0.552895,3.664449,-0.338168,5.932484,0.062069,5.696997,0.318282,5.501235,0.590842,3.595062,0.778451,1.491097,0.02412
6.486893,1,1,0.541769,-0.566722,0.0,-0.735606,1.500037,-0.575354,3.453754,-0.324538,5.628095,0.081344,6.107506,0.314032,5.717962,0.572954,3.777073,0.782664,1.583933,0.024484
6.486893,1,2,0.541769,-0.57871,0.0,-0.751179,1.49077,-0.54747,3.612209,-0.337006,5.868642,0.077272,6.06182,0.330917,5.965083,0.574975,3.653928,0.806988,1.470586,0.022147
6.486893,1,3,0.541769,-0.585948,0.0,-0.819041,1.466076,-0.549615,3.39142,-0.335782,5.555981,0.064616,5.914236,0.321251,5.611127,0.539222,3.808109,0.809234,1.558353,0.023405
6.486893,1,4,0.541769,-0.545826,0.0,-0.808689,1.514534,-0.567876,3.665869,-0.332388,5.734675,0.064605,6.203791,0.33489,5.99534,0.590337,3.485811,0.820459,1.511177,0.024436
6.486893,1,5,0.541769,-0.585046,0.0,-0.791175,1.45812,-0.559532,3.292695,-0.326404,5.69512,0.074924,6.211131,0.343491,5.918581,0.523782,3.806062,0.783443,1.567145,0.024825
6.486893,1,6,0.541769,-0.565871,0.0,-0.818842,1.43518,-0.575665,3.723214,-0.323311,5.831505,0.060493,6.280156,0.33442,5.737332,0.58057,3.6224,0.798079,1.477809,0.024164
6.486893,1,7,0.541769,-0.559311,0.0,-0.766964,1.570244,-0.550164,3.63593,-0.333391,6.115633,0.072769,6.180549,0.342238,5.461668,0.578347,3.768793,0.840048,1.51571,0.025475
6.486893,2,0,0.541769,-0.610156,0.0,-0.899133,1.691632,-0.607086,4.157504,-0.367093,6.471825,0.129276,6.904025,0.373702,6.489512,0.612242,4.072486,0.921959,1.612575,0.02052
6.486893,2,1,0.541769,-0.622494,0.0,-0.869317,1.68356,-0.652908,4.044752,-0.371685,6.594686,0.142266,6.574147,0.378218,6.382356,0.644104,4.023275,0.888297,1.588359,0.021471
6.486893,2,2,0.541769,-0.645923,0.0,-0.900203,1.746768,-0.609692,3.938328,-0.378482,6.554236,0.120852,6.7647,0.379935,6.228388,0.627066,4.066383,0.892209,1.631898,0.02065
6.486893,2,3,0.541769,-0.628624,0.0,-0.866724,1.606408,-0.626212,4.012493,-0.373263,6.639986,0.12863,6.981479,0.366036,6.45697,0.637916,4.143996,0.907261,1.667285,0.021321
6.486893,2,4,0.541769,-0.631558,0.0,-0.857133,1.717172,-0.587838,4.04872,-0.382869,6.113292,0.122844,7.009675,0.391295,6.34135,0.611637,3.951668,0.866213,1.66069,0.020952
6.486893,2,5,0.541769,-0.612663,0.0,-0.890722,1.641949,-0.603936,3.817372,-0.366736,6.713387,0.146701,6.883138,0.382526,6.324521,0.616922,4.068736,0.869636,1.589585,0.022078
6.486893,2,6,0.541769,-0.665145,0.0,-0.852527,1.68735,-0.643003,3.939618,-0.390406,6.575438,0.138129,6.592125,0.365203,6.681703,0.623529,3.961858,0.870419,1.665393,0.02112
6.486893,2,7,0.541769,-0.629264,0.0,-0.899526,1.692705,-0.632423,4.0221,-0.364357,6.198104,0.129908,6.414151,0.39193,6.598938,0.6182,4.071823,0.850344,1.656552,0.021562
6.486893,2,8,0.541769,-0.624551,0.0,-0.897843,1.721056,-0.64314,3.801563,-0.380458,6.210045,0.12643,6.941541,0.374274,6.989993,0.629206,4.172319,0.891706,1.743974,0.021175
6.486893,2,9,0.541769,-0.630168,0.0,-0.895307,1.663048,-0.671146,4.087157,-0.380665,6.712592,0.142152,6.689251,0.366026,6.83697,0.640793,4.226683,0.866642,1.664965,0.021632
6.486893,2,10,0.541769,-0.64504,0.0,-0.89279,1.696638,-0.628733,3.920003,-0.381172,6.632049,0.149447,6.911797,0.375975,6.3198,0.617499,3.837219,0.897057,1.753693,0.020729
6.486893,2,11,0.541769,-0.628922,0.0,-0.937947,1.676271,-0.617968,4.025897,-0.376939,6.603401,0.158065,6.488631,0.38432,6.699226,0.610289,4.149512,0.888259,1.772774,0.022226
6.486893,2,12,0.541769,-0.628564,0.0,-0.888015,1.776428,-0.5994,3.943679,-0.373398,6.551702,0.141085,6.683684,0.392148,6.356036,0.611793,4.066718,0.86869,1.704403,0.021308
4.54282,0,0,0.340204,-0.363452,0.0,-0.470228,1.005807,-0.339785,2.2902,-0.196324,3.779555,0.003883,4.285462,0.198971,3.767857,0.330152,2.315372,0.472577,0.983182,0.021143
4.54282,0,1,0.340204,-0.351842,0.0,-0.473621,0.993598,-0.341994,2.439157,-0.203311,3.791949,0.003755,3.984558,0.205128,3.794844,0.355556,2.469115,0.487781,1.0115,0.019831
4.54282,0,2,0.340204,-0.342719,0.0,-0.476362,1.036309,-0.344795,2.500928,-0.218833,3.878667,0.005832,4.113481,0.202974,3.86117,0.343421,2.320064,0.458538,0.992897,0.020754
4.54282,0,3,0.340204,-0.350462,0.0,-0.486493,0.946542,-0.339831,2.398308,-0.206202,3.729601,-0.017108,4.138502,0.204292,3.766727,0.323967,2.412485,0.475971,1.040415,0.019987
4.54282,0,4,0.340204,-0.351129,0.0,-0.470835,0.977963,-0.33285,2.400271,-0.202793,3.830721,-0.0116,3.955912,0.208435,3.780393,0.338345,2.3875,0.480211,0.997187,0.020669
4.54282,1,0,0.340204,-0.388167,0.0,-0.530613,1.103777,-0.373877,2.786162,-0.222733,4.387642,0.024216,4.615152,0.228091,4.044554,0.381477,2.652881,0.542469,1.127344,0.01782
4.54282,1,1,0.340204,-0.377301,0.0,-0.563958,1.103627,-0.38418,2.765293,-0.218453,4.070911,0.032089,4.500789,0.227194,4.243693,0.370374,2.779061,0.500743,1.15772,0.017791
4.54282,1,2,0.340204,-0.396677,0.0,-0.530055,1.17054,-0.389435,2.741467,-0.23306,4.399997,0.019237,4.492052,0.226573,4.382255,0.415068,2.734878,0.558903,1.136149,0.01833
4.54282,1,3,0.340204,-0.377697,0.0,-0.542749,1.110455,-0.367091,2.729503,-0.233728,4.30836,0.045281,4.597581,0.22771,4.323471,0.38185,2.752421,0.527167,1.114853,0.01904
4.54282,1,4,0.340204,-0.397634,0.0,-0.571182,1.118873,-0.393702,2.64706,-0.229074,4.303978,0.036941,4.454081,0.225744,4.451278,0.378664,2.55282,0.523873,1.130652,0.018059
4.54282,1,5,0.340204,-0.398516,0.0,-0.506653,1.141121,-0.369517,2.843589,-0.224225,4.341224,0.020455,4.690143,0.225267,4.331476,0.365834,2.823923,0.542475,1.120686,0.018443
4.54282,1,6,0.340204,-0.36701,0.0,-0.540411,1.164221,-0.356555,2.636753,-0.216483,4.509492,0.02974,4.209374,0.220476,4.49065,0.388946,2.591354,0.549016,1.161097,0.018369
4.54282,1,7,0.340204,-0.386894,0.0,-0.519786,1.179726,-0.401886,2.779691,-0.23691,4.379578,0.023792,4.279404,0.237591,4.349643,0.397608,2.595322,0.531505,1.115452,0.017671
4.54282,2,0,0.340204,-0.398944,0.0,-0.582214,1.184409,-0.423966,3.025259,-0.247545,4.693508,0.064662,4.862828,0.248143,5.138291,0.431688,2.935299,0.572494,1.263608,0.01581
4.54282,2,1,0.340204,-0.423785,0.0,-0.58702,1.269613,-0.415826,2.988671,-0.249311,4.860434,0.060937,5.305178,0.247317,4.845986,0.447743,2.844211,0.575613,1.257586,0.016338
