petal_height,petal_width,opening_degree,layer_index,curvature_intensity,bone_root_start_x,bone_root_start_y,bone_root_end_x,bone_root_end_y,bone_middle_start_x,bone_middle_start_y,bone_middle_end_x,bone_middle_end_y,bone_tip_start_x,bone_tip_start_y,bone_tip_end_x,bone_tip_end_y,bone_left_lower_start_x,bone_left_lower_start_y,bone_left_lower_end_x,bone_left_lower_end_y,bone_left_upper_start_x,bone_left_upper_start_y,bone_left_upper_end_x,bone_left_upper_end_y,bone_right_lower_start_x,bone_right_lower_start_y,bone_right_lower_end_x,bone_right_lower_end_y,bone_right_upper_start_x,bone_right_upper_start_y,bone_right_upper_end_x,bone_right_upper_end_y
9.15158,0.752607,0.922212,2,0.644758,0.0,0.0,0.0,2.219831,0.0,2.287895,0.0,5.334006,0.0,5.490948,0.0,9.199901,0.0,2.287895,-0.111166,2.489908,0.0,5.490948,-0.082463,5.771285,0.0,2.287895,0.115139,2.569677,0.0,5.490948,0.081867,5.593023
6.130167,2.844621,0.329764,1,0.623062,0.0,0.0,0.0,1.328538,0.0,1.379288,0.0,3.182993,0.0,3.31029,0.0,5.547375,0.0,1.379288,-0.251336,1.518464,0.0,3.31029,-0.184282,3.556731,0.0,1.379288,0.257559,1.55086,0.0,3.31029,0.18873,3.595456
1.94253,2.434862,0.596955,0,1.203253,0.0,0.0,0.0,0.401436,0.0,0.388506,0.0,0.923346,0.0,0.932415,0.0,1.660299,0.0,0.388506,-0.462136,0.41493,0.0,0.932415,-0.338647,0.998787,0.0,0.388506,0.464401,0.433326,0.0,0.932415,0.312442,0.907542
9.100755,2.06276,0.097774,1,0.777772,0.0,0.0,0.0,1.973602,0.0,2.04767,0.0,5.102099,0.0,4.914407,0.0,8.095778,0.0,2.04767,-0.200011,2.288758,0.0,4.914407,-0.135025,4.980615,0.0,2.04767,0.203094,2.279013,0.0,4.914407,0.135419,4.980469
2.274709,0.665524,0.48346,1,1.153211,0.0,0.0,0.0,0.518314,0.0,0.51181,0.0,1.201306,0.0,1.228343,0.0,2.009898,0.0,0.51181,-0.123524,0.551521,0.0,1.228343,-0.092153,1.261252,0.0,0.51181,0.127172,0.569692,0.0,1.228343,0.087999,1.277567
3.064933,2.336251,0.176755,2,1.177406,0.0,0.0,0.0,0.779171,0.0,0.766233,0.0,1.90014,0.0,1.83896,0.0,2.924532,0.0,0.766233,-0.394296,0.822467,0.0,1.83896,-0.287465,1.963319,0.0,0.766233,0.388059,0.844074,0.0,1.83896,0.268439,1.872214
2.867571,2.36546,0.691412,0,0.726339,0.0,0.0,0.0,0.5557,0.0,0.573514,0.0,1.367164,0.0,1.376434,0.0,2.163219,0.0,0.573514,-0.289164,0.609271,0.0,1.376434,-0.211997,1.532626,0.0,0.573514,0.294141,0.661333,0.0,1.376434,0.208133,1.446505
7.181168,0.495142,0.883203,1,0.752502,0.0,0.0,0.0,1.673156,0.0,1.615763,0.0,3.824982,0.0,3.877831,0.0,6.227061,0.0,1.615763,-0.080418,1.744474,0.0,3.877831,-0.054196,4.132532,0.0,1.615763,0.079165,1.800955,0.0,3.877831,0.052726,4.137973
6.598777,1.514352,0.059049,2,0.776815,0.0,0.0,0.0,1.633193,0.0,1.649694,0.0,3.84738,0.0,3.959266,0.0,6.674754,0.0,1.649694,-0.155583,1.861383,0.0,3.959266,-0.111698,4.139005,0.0,1.649694,0.148965,1.778218,0.0,3.959266,0.106858,4.048623
5.162675,1.238671,0.200889,1,0.589112,0.0,0.0,0.0,1.173726,0.0,1.161602,0.0,2.819486,0.0,2.787845,0.0,4.552571,0.0,1.161602,-0.095829,1.250401,0.0,2.787845,-0.069666,2.91356,0.0,1.161602,0.096509,1.262413,0.0,2.787845,0.070033,2.95301
8.11142,0.92508,0.610553,1,1.357515,0.0,0.0,0.0,1.84135,0.0,1.825069,0.0,4.438991,0.0,4.380167,0.0,7.05596,0.0,1.825069,-0.232153,2.040882,0.0,4.380167,-0.160852,4.810182,0.0,1.825069,0.222555,2.071576,0.0,4.380167,0.15476,4.577367
7.064892,1.477151,0.392952,1,1.013846,0.0,0.0,0.0,1.658704,0.0,1.589601,0.0,3.630376,0.0,3.815041,0.0,6.18011,0.0,1.589601,-0.234676,1.770783,0.0,3.815041,-0.168722,4.103567,0.0,1.589601,0.240475,1.672405,0.0,3.815041,0.162378,4.223898
6.712498,0.580967,0.266255,2,0.999193,0.0,0.0,0.0,1.715107,0.0,1.678124,0.0,3.996278,0.0,4.027499,0.0,6.587372,0.0,1.678124,-0.092261,1.975262,0.0,4.027499,-0.067006,4.123165,0.0,1.678124,0.086834,1.885114,0.0,4.027499,0.064266,4.31746
8.869157,2.160141,0.849457,1,0.768514,0.0,0.0,0.0,1.847623,0.0,1.99556,0.0,4.838435,0.0,4.789345,0.0,7.877169,0.0,1.99556,-0.347437,2.191253,0.0,4.789345,-0.246613,5.152949,0.0,1.99556,0.348012,2.254411,0.0,4.789345,0.235231,4.749495
5.616939,1.990385,0.698181,2,1.107227,0.0,0.0,0.0,1.266941,0.0,1.404235,0.0,3.402789,0.0,3.370163,0.0,5.568773,0.0,1.404235,-0.453711,1.594362,0.0,3.370163,-0.339118,3.568728,0.0,1.404235,0.452937,1.668222,0.0,3.370163,0.329821,3.621229
3.684639,0.710487,0.640333,0,1.012154,0.0,0.0,0.0,0.751071,0.0,0.736928,0.0,1.806124,0.0,1.768627,0.0,2.913624,0.0,0.736928,-0.114842,0.839633,0.0,1.768627,-0.088692,1.973075,0.0,0.736928,0.107963,0.78836,0.0,1.768627,0.077972,1.959525
3.496341,1.596586,0.942758,1,0.881214,0.0,0.0,0.0,0.759381,0.0,0.786677,0.0,1.838713,0.0,1.888024,0.0,3.237309,0.0,0.786677,-0.308635,0.917358,0.0,1.888024,-0.211479,2.038987,0.0,0.786677,0.302666,0.83651,0.0,1.888024,0.21279,2.045453
5.302397,0.864311,0.007184,1,0.873444,0.0,0.0,0.0,1.194319,0.0,1.193039,0.0,2.951709,0.0,2.863295,0.0,4.783005,0.0,1.193039,-0.084212,1.369422,0.0,2.863295,-0.060529,3.039992,0.0,1.193039,0.080999,1.331628,0.0,2.863295,0.058221,3.109859
1.519021,1.055442,0.716535,0,1.012938,0.0,0.0,0.0,0.31257,0.0,0.303804,0.0,0.709476,0.0,0.72913,0.0,1.212172,0.0,0.303804,-0.187668,0.338024,0.0,0.72913,-0.121565,0.778446,0.0,0.303804,0.188077,0.334292,0.0,0.72913,0.131993,0.769279
5.669645,1.709283,0.538831,0,0.984771,0.0,0.0,0.0,1.124306,0.0,1.133929,0.0,2.66721,0.0,2.72143,0.0,4.334202,0.0,1.133929,-0.254779,1.274669,0.0,2.72143,-0.186128,2.892544,0.0,1.133929,0.253777,1.225855,0.0,2.72143,0.18117,2.96545
2.316691,2.880168,0.620313,2,0.608988,0.0,0.0,0.0,0.571012,0.0,0.579173,0.0,1.415761,0.0,1.390015,0.0,2.186767,0.0,0.579173,-0.347997,0.65572,0.0,1.390015,-0.246545,1.520047,0.0,0.579173,0.347074,0.668077,0.0,1.390015,0.243734,1.564093
7.202673,0.666292,0.511157,2,0.761307,0.0,0.0,0.0,1.78157,0.0,1.800668,0.0,4.297551,0.0,4.321604,0.0,7.468319,0.0,1.800668,-0.094702,1.853305,0.0,4.321604,-0.067748,4.555597,0.0,1.800668,0.096055,1.944204,0.0,4.321604,0.06617,4.703857
4.490228,0.787766,0.281554,1,0.788374,0.0,0.0,0.0,1.078885,0.0,1.010301,0.0,2.3681,0.0,2.424723,0.0,4.016255,0.0,1.010301,-0.085572,1.094725,0.0,2.424723,-0.06573,2.625356,0.0,1.010301,0.083095,1.135335,0.0,2.424723,0.063596,2.547954
2.593515,1.55484,0.334683,1,0.781556,0.0,0.0,0.0,0.584929,0.0,0.583541,0.0,1.421872,0.0,1.400498,0.0,2.261145,0.0,0.583541,-0.179535,0.634105,0.0,1.400498,-0.130876,1.554342,0.0,0.583541,0.164652,0.630807,0.0,1.400498,0.125492,1.451309
9.579446,2.176024,0.061229,0,0.545073,0.0,0.0,0.0,1.923371,0.0,1.915889,0.0,4.46448,0.0,4.598134,0.0,7.615666,0.0,1.915889,-0.121352,2.118765,0.0,4.598134,-0.091948,4.794774,0.0,1.915889,0.126054,2.105884,0.0,4.598134,0.087043,4.752132
3.039535,1.718671,0.352824,2,1.356161,0.0,0.0,0.0,0.813536,0.0,0.759884,0.0,1.873504,0.0,1.823721,0.0,3.072608,0.0,0.759884,-0.386713,0.805612,0.0,1.823721,-0.283791,1.887856,0.0,0.759884,0.374717,0.860637,0.0,1.823721,0.281382,1.954635
2.438789,0.418955,0.409198,0,0.667619,0.0,0.0,0.0,0.485561,0.0,0.487758,0.0,1.16937,0.0,1.170619,0.0,1.909385,0.0,0.487758,-0.039299,0.546274,0.0,1.170619,-0.0284,1.26066,0.0,0.487758,0.037969,0.557277,0.0,1.170619,0.027802,1.269473
5.10008,1.967172,0.480681,1,0.816054,0.0,0.0,0.0,1.14241,0.0,1.147518,0.0,2.719745,0.0,2.754043,0.0,4.770203,0.0,1.147518,-0.254502,1.207065,0.0,2.754043,-0.185386,2.943682,0.0,1.147518,0.256875,1.249844,0.0,2.754043,0.194552,2.927275
7.380085,0.721038,0.55926,0,1.379827,0.0,0.0,0.0,1.477129,0.0,1.476017,0.0,3.52011,0.0,3.542441,0.0,5.693929,0.0,1.476017,-0.150959,1.681652,0.0,3.542441,-0.115946,3.637417,0.0,1.476017,0.152493,1.5124,0.0,3.542441,0.109084,4.080985
2.025531,1.613753,0.20674,2,1.430489,0.0,0.0,0.0,0.501203,0.0,0.506383,0.0,1.17146,0.0,1.215319,0.0,2.099034,0.0,0.506383,-0.346682,0.544349,0.0,1.215319,-0.244088,1.222102,0.0,0.506383,0.335334,0.546158,0.0,1.215319,0.251463,1.271619
4.17104,2.906875,0.736643,0,1.15704,0.0,0.0,0.0,0.798543,0.0,0.834208,0.0,2.017859,0.0,2.002099,0.0,3.316916,0.0,0.834208,-0.584487,0.915916,0.0,2.002099,-0.413487,2.206952,0.0,0.834208,0.593047,0.943916,0.0,2.002099,0.417758,2.075101
7.208065,2.989763,0.868551,0,0.520244,0.0,0.0,0.0,1.410018,0.0,1.441613,0.0,3.566888,0.0,3.459871,0.0,5.441817,0.0,1.441613,-0.281122,1.56964,0.0,3.459871,-0.21077,3.582214,0.0,1.441613,0.261155,1.602775,0.0,3.459871,0.208145,3.661188
2.158347,1.708387,0.230906,0,1.418229,0.0,0.0,0.0,0.448046,0.0,0.431669,0.0,1.052588,0.0,1.036007,0.0,1.809079,0.0,0.431669,-0.299646,0.480528,0.0,1.036007,-0.20375,1.088922,0.0,0.431669,0.29783,0.486212,0.0,1.036007,0.210286,1.106122
7.299622,2.943088,0.22308,2,1.367854,0.0,0.0,0.0,1.836398,0.0,1.824906,0.0,4.509964,0.0,4.379773,0.0,7.214081,0.0,1.824906,-0.60267,2.015089,0.0,4.379773,-0.448551,4.472883,0.0,1.824906,0.576332,1.980587,0.0,4.379773,0.433684,4.5931
8.097271,2.548513,0.32447,2,0.646047,0.0,0.0,0.0,2.036681,0.0,2.024318,0.0,4.581971,0.0,4.858362,0.0,8.24387,0.0,2.024318,-0.25979,2.236842,0.0,4.858362,-0.195412,5.018409,0.0,2.024318,0.265796,2.257507,0.0,4.858362,0.190169,4.782559
5.789571,2.499193,0.963869,2,1.363506,0.0,0.0,0.0,1.494113,0.0,1.447393,0.0,3.509619,0.0,3.473743,0.0,5.601065,0.0,1.447393,-0.844511,1.639423,0.0,3.473743,-0.566512,3.689487,0.0,1.447393,0.832173,1.553999,0.0,3.473743,0.615283,3.652779
9.410799,1.725991,0.146998,2,0.861475,0.0,0.0,0.0,2.349429,0.0,2.3527,0.0,5.511093,0.0,5.646479,0.0,9.768363,0.0,2.3527,-0.221923,2.583884,0.0,5.646479,-0.144587,5.954788,0.0,2.3527,0.216148,2.443799,0.0,5.646479,0.152074,5.866531
7.382508,0.529177,0.208718,1,1.366842,0.0,0.0,0.0,1.652195,0.0,1.661064,0.0,3.915665,0.0,3.986554,0.0,6.646654,0.0,1.661064,-0.094573,1.782594,0.0,3.986554,-0.070999,4.259267,0.0,1.661064,0.099368,1.826314,0.0,3.986554,0.070469,4.267693
2.800644,0.983864,0.118928,1,0.666062,0.0,0.0,0.0,0.643957,0.0,0.630145,0.0,1.521925,0.0,1.512348,0.0,2.579493,0.0,0.630145,-0.079936,0.66256,0.0,1.512348,-0.056094,1.612975,0.0,0.630145,0.083645,0.689395,0.0,1.512348,0.06222,1.640958
1.629833,1.688526,0.19088,0,0.693444,0.0,0.0,0.0,0.329062,0.0,0.325967,0.0,0.793798,0.0,0.78232,0.0,1.236677,0.0,0.325967,-0.147146,0.368104,0.0,0.78232,-0.101316,0.814024,0.0,0.325967,0.135833,0.361518,0.0,0.78232,0.096475,0.837151
3.416223,2.89128,0.303716,0,1.046975,0.0,0.0,0.0,0.682774,0.0,0.683245,0.0,1.631583,0.0,1.639787,0.0,2.676345,0.0,0.683245,-0.386094,0.760341,0.0,1.639787,-0.270224,1.694546,0.0,0.683245,0.400076,0.746935,0.0,1.639787,0.280206,1.733268
7.661679,2.102257,0.428414,1,1.123935,0.0,0.0,0.0,1.7221,0.0,1.723878,0.0,4.104184,0.0,4.137307,0.0,7.163393,0.0,1.723878,-0.377974,1.916317,0.0,4.137307,-0.263011,4.68625,0.0,1.723878,0.37833,1.794518,0.0,4.137307,0.263214,4.057466
8.247347,1.422962,0.874896,2,0.883557,0.0,0.0,0.0,2.146293,0.0,2.061837,0.0,5.222145,0.0,4.948408,0.0,7.964918,0.0,2.061837,-0.289903,2.189902,0.0,4.948408,-0.204866,5.024142,0.0,2.061837,0.301338,2.182028,0.0,4.948408,0.209113,5.292828
6.914222,2.49749,0.866312,1,1.032908,0.0,0.0,0.0,1.560076,0.0,1.5557,0.0,3.841314,0.0,3.73368,0.0,6.119939,0.0,1.5557,-0.502948,1.719615,0.0,3.73368,-0.38434,3.701697,0.0,1.5557,0.547068,1.792129,0.0,3.73368,0.367452,3.944554
6.586171,2.582476,0.754258,1,1.237326,0.0,0.0,0.0,1.382361,0.0,1.481888,0.0,3.651571,0.0,3.556532,0.0,5.829996,0.0,1.481888,-0.632526,1.6369,0.0,3.556532,-0.426432,3.62231,0.0,1.481888,0.623098,1.577161,0.0,3.556532,0.430569,3.741167
6.821433,2.426555,0.12516,2,0.848803,0.0,0.0,0.0,1.678559,0.0,1.705358,0.0,4.202002,0.0,4.09286,0.0,7.011176,0.0,1.705358,-0.288086,1.816039,0.0,4.09286,-0.196439,4.289512,0.0,1.705358,0.289194,1.851252,0.0,4.09286,0.20787,4.245214
7.170949,1.816208,0.084826,1,0.960914,0.0,0.0,0.0,1.608072,0.0,1.613464,0.0,3.915301,0.0,3.872313,0.0,6.520371,0.0,1.613464,-0.209059,1.782117,0.0,3.872313,-0.143814,4.133233,0.0,1.613464,0.209862,1.738736,0.0,3.872313,0.153151,4.08086
8.605819,2.607389,0.697377,2,0.858613,0.0,0.0,0.0,2.112769,0.0,2.151455,0.0,5.17951,0.0,5.163492,0.0,8.831894,0.0,2.151455,-0.472187,2.294778,0.0,5.163492,-0.349801,5.060675,0.0,2.151455,0.445589,2.464758,0.0,5.163492,0.334484,5.313431
6.864834,2.47033,0.74507,1,1.217464,0.0,0.0,0.0,1.474418,0.0,1.544588,0.0,3.64712,0.0,3.707011,0.0,6.458398,0.0,1.544588,-0.585212,1.69146,0.0,3.707011,-0.414422,3.950909,0.0,1.544588,0.56812,1.6945,0.0,3.707011,0.411153,4.001595
2.698881,2.097713,0.359168,1,1.416941,0.0,0.0,0.0,0.63429,0.0,0.607248,0.0,1.455128,0.0,1.457396,0.0,2.468195,0.0,0.607248,-0.437709,0.694368,0.0,1.457396,-0.317402,1.483014,0.0,0.607248,0.407406,0.657196,0.0,1.457396,0.328285,1.614602
7.686089,2.296285,0.440829,0,0.59993,0.0,0.0,0.0,1.617581,0.0,1.537218,0.0,3.654039,0.0,3.689323,0.0,6.107849,0.0,1.537218,-0.193641,1.671047,0.0,3.689323,-0.136291,4.103063,0.0,1.537218,0.198834,1.738953,0.0,3.689323,0.136818,3.852543
8.042098,1.412577,0.867025,0,1.130418,0.0,0.0,0.0,1.659448,0.0,1.60842,0.0,3.781957,0.0,3.860207,0.0,6.498595,0.0,1.60842,-0.28329,1.811028,0.0,3.860207,-0.210911,4.100428,0.0,1.60842,0.304256,1.727992,0.0,3.860207,0.208416,4.109951
3.655872,0.667216,0.742935,2,1.338545,0.0,0.0,0.0,0.910651,0.0,0.913968,0.0,2.255726,0.0,2.193523,0.0,3.657745,0.0,0.913968,-0.186274,0.983091,0.0,2.193523,-0.137432,2.263926,0.0,0.913968,0.189568,1.019438,0.0,2.193523,0.136837,2.443386
1.717584,1.905734,0.189315,1,1.041723,0.0,0.0,0.0,0.378007,0.0,0.386456,0.0,0.943954,0.0,0.927495,0.0,1.540278,0.0,0.386456,-0.249187,0.414969,0.0,0.927495,-0.19029,0.979808,0.0,0.386456,0.248792,0.41949,0.0,0.927495,0.182809,0.933561
3.633801,2.628767,0.050983,2,0.524566,0.0,0.0,0.0,0.926613,0.0,0.90845,0.0,2.186928,0.0,2.18028,0.0,3.489634,0.0,0.90845,-0.179657,0.981697,0.0,2.18028,-0.127221,2.322133,0.0,0.90845,0.176798,0.937926,0.0,2.18028,0.126386,2.261769
3.085457,2.622558,0.987049,1,1.406254,0.0,0.0,0.0,0.685701,0.0,0.694228,0.0,1.641192,0.0,1.666147,0.0,2.767963,0.0,0.694228,-0.80339,0.748344,0.0,1.666147,-0.576507,1.747179,0.0,0.694228,0.814542,0.720578,0.0,1.666147,0.561541,1.69212
6.834781,1.877654,0.170532,1,0.952237,0.0,0.0,0.0,1.474377,0.0,1.537826,0.0,3.686033,0.0,3.690782,0.0,6.376931,0.0,1.537826,-0.230332,1.65763,0.0,3.690782,-0.172925,3.761159,0.0,1.537826,0.230594,1.677952,0.0,3.690782,0.160711,3.861485
2.82319,0.668241,0.469315,2,1.305815,0.0,0.0,0.0,0.735234,0.0,0.705798,0.0,1.733418,0.0,1.693914,0.0,2.784709,0.0,0.705798,-0.157243,0.79446,0.0,1.693914,-0.113412,1.727948,0.0,0.705798,0.165333,0.795944,0.0,1.693914,0.114176,1.786038
7.749469,1.302608,0.231605,0,0.85246,0.0,0.0,0.0,1.580948,0.0,1.549894,0.0,3.755215,0.0,3.719745,0.0,6.276119,0.0,1.549894,-0.130984,1.686103,0.0,3.719745,-0.090836,3.678687,0.0,1.549894,0.129266,1.717274,0.0,3.719745,0.095268,3.959706
4.893399,1.579214,0.67193,0,1.172891,0.0,0.0,0.0,0.97953,0.0,0.97868,0.0,2.318249,0.0,2.348832,0.0,3.890723,0.0,0.97868,-0.308009,1.095585,0.0,2.348832,-0.22343,2.551729,0.0,0.97868,0.278781,1.096155,0.0,2.348832,0.223797,2.405664
6.159457,0.693225,0.038039,2,1.341119,0.0,0.0,0.0,1.536844,0.0,1.539864,0.0,3.684861,0.0,3.695674,0.0,6.176014,0.0,1.539864,-0.118025,1.608127,0.0,3.695674,-0.081599,3.733241,0.0,1.539864,0.118162,1.633237,0.0,3.695674,0.087968,3.704222
7.834578,2.455116,0.077813,0,0.746838,0.0,0.0,0.0,1.600213,0.0,1.566916,0.0,3.884734,0.0,3.760598,0.0,6.402649,0.0,1.566916,-0.205738,1.790417,0.0,3.760598,-0.140015,4.059983,0.0,1.566916,0.190092,1.716179,0.0,3.760598,0.15011,3.778367
2.943632,0.930978,0.647067,1,1.426538,0.0,0.0,0.0,0.656884,0.0,0.662317,0.0,1.538999,0.0,1.589561,0.0,2.544572,0.0,0.662317,-0.238168,0.729399,0.0,1.589561,-0.174537,1.611605,0.0,0.662317,0.236327,0.728978,0.0,1.589561,0.173524,1.627689
5.099093,0.658084,0.750659,2,0.952537,0.0,0.0,0.0,1.275393,0.0,1.274773,0.0,3.207574,0.0,3.059456,0.0,4.936261,0.0,1.274773,-0.131957,1.405585,0.0,3.059456,-0.100054,3.383816,0.0,1.274773,0.133842,1.430038,0.0,3.059456,0.094302,3.077285
8.410429,1.447392,0.882803,1,1.122352,0.0,0.0,0.0,1.968712,0.0,1.892347,0.0,4.707806,0.0,4.541632,0.0,7.707927,0.0,1.892347,-0.350819,1.996072,0.0,4.541632,-0.242665,4.656305,0.0,1.892347,0.361559,2.128989,0.0,4.541632,0.241725,5.017244
9.409718,1.295743,0.710982,1,1.253753,0.0,0.0,0.0,2.083942,0.0,2.117187,0.0,5.194061,0.0,5.081248,0.0,8.430134,0.0,2.117187,-0.30122,2.332094,0.0,5.081248,-0.214099,5.393301,0.0,2.117187,0.305916,2.293463,0.0,5.081248,0.218512,5.252149
5.810991,1.35422,0.690009,2,1.139754,0.0,0.0,0.0,1.433839,0.0,1.452748,0.0,3.483368,0.0,3.486594,0.0,5.821175,0.0,1.452748,-0.334402,1.558293,0.0,3.486594,-0.232419,3.616251,0.0,1.452748,0.317087,1.623957,0.0,3.486594,0.228202,3.69916
6.346498,1.828442,0.077428,0,1.13293,0.0,0.0,0.0,1.27731,0.0,1.2693,0.0,2.921363,0.0,3.046319,0.0,4.695796,0.0,1.2693,-0.215934,1.39089,0.0,3.046319,-0.152808,3.360569,0.0,1.2693,0.221929,1.436875,0.0,3.046319,0.148466,3.010605
4.427615,0.685666,0.789088,2,1.16643,0.0,0.0,0.0,1.08621,0.0,1.106904,0.0,2.691918,0.0,2.656569,0.0,4.251613,0.0,1.106904,-0.169831,1.197672,0.0,2.656569,-0.126343,2.987672,0.0,1.106904,0.170628,1.245854,0.0,2.656569,0.126871,2.750256
4.13042,0.960463,0.508192,2,0.823766,0.0,0.0,0.0,1.00748,0.0,1.032605,0.0,2.491426,0.0,2.478252,0.0,4.314367,0.0,1.032605,-0.144131,1.145397,0.0,2.478252,-0.105911,2.43432,0.0,1.032605,0.146311,1.118045,0.0,2.478252,0.10962,2.590724
4.460425,2.829983,0.13957,2,0.971971,0.0,0.0,0.0,1.075175,0.0,1.115106,0.0,2.655661,0.0,2.676255,0.0,4.861053,0.0,1.115106,-0.397702,1.228834,0.0,2.676255,-0.282957,2.66613,0.0,1.115106,0.379118,1.234281,0.0,2.676255,0.26403,2.705879
5.670276,1.699922,0.330617,0,1.181919,0.0,0.0,0.0,1.123237,0.0,1.134055,0.0,2.611831,0.0,2.721732,0.0,4.405174,0.0,1.134055,-0.25404,1.265182,0.0,2.721732,-0.193116,2.871285,0.0,1.134055,0.266774,1.289411,0.0,2.721732,0.18378,2.988983
7.388018,1.637591,0.066544,0,1.34397,0.0,0.0,0.0,1.530647,0.0,1.477604,0.0,3.510353,0.0,3.546249,0.0,5.696791,0.0,1.477604,-0.238263,1.646123,0.0,3.546249,-0.152846,3.696248,0.0,1.477604,0.231837,1.607963,0.0,3.546249,0.172691,3.56008
4.866993,1.083351,0.56078,1,1.022663,0.0,0.0,0.0,1.099489,0.0,1.095073,0.0,2.57636,0.0,2.628176,0.0,4.39186,0.0,1.095073,-0.185814,1.192248,0.0,2.628176,-0.138154,2.749452,0.0,1.095073,0.187277,1.20985,0.0,2.628176,0.14006,2.736007
6.04937,0.451612,0.523205,0,0.942837,0.0,0.0,0.0,1.196808,0.0,1.209874,0.0,2.911799,0.0,2.903698,0.0,4.985353,0.0,1.209874,-0.06314,1.297392,0.0,2.903698,-0.046407,3.133222,0.0,1.209874,0.06192,1.278105,0.0,2.903698,0.045918,3.089818
2.671626,0.860462,0.710817,2,1.006591,0.0,0.0,0.0,0.69789,0.0,0.667907,0.0,1.585054,0.0,1.602976,0.0,2.615084,0.0,0.667907,-0.181411,0.737428,0.0,1.602976,-0.122651,1.700125,0.0,0.667907,0.177635,0.730226,0.0,1.602976,0.12472,1.729286
3.803391,0.546804,0.710267,2,1.313204,0.0,0.0,0.0,0.990148,0.0,0.950848,0.0,2.184554,0.0,2.282035,0.0,3.875573,0.0,0.950848,-0.158532,1.04508,0.0,2.282035,-0.10316,2.375631,0.0,0.950848,0.154989,0.987011,0.0,2.282035,0.106652,2.409212
6.853054,0.400191,0.612476,0,0.586145,0.0,0.0,0.0,1.298431,0.0,1.370611,0.0,3.291195,0.0,3.289466,0.0,5.563111,0.0,1.370611,-0.035175,1.550639,0.0,3.289466,-0.026111,3.438498,0.0,1.370611,0.035851,1.521734,0.0,3.289466,0.02655,3.506839
7.91506,1.794095,0.337878,2,0.953892,0.0,0.0,0.0,1.962473,0.0,1.978765,0.0,4.62226,0.0,4.749036,0.0,7.590104,0.0,1.978765,-0.273057,2.255449,0.0,4.749036,-0.208041,4.958193,0.0,1.978765,0.280527,2.221433,0.0,4.749036,0.207431,5.206773
8.219108,1.984251,0.574632,2,0.783537,0.0,0.0,0.0,2.077845,0.0,2.054777,0.0,4.876636,0.0,4.931465,0.0,7.777536,0.0,2.054777,-0.298601,2.239898,0.0,4.931465,-0.218049,5.094638,0.0,2.054777,0.298046,2.355368,0.0,4.931465,0.20931,4.977942
5.002337,2.256659,0.824257,1,0.615799,0.0,0.0,0.0,1.114122,0.0,1.125526,0.0,2.65287,0.0,2.701262,0.0,4.444154,0.0,1.125526,-0.279609,1.193067,0.0,2.701262,-0.19955,2.824634,0.0,1.125526,0.282051,1.209264,0.0,2.701262,0.196976,2.967398
5.135955,0.806076,0.234073,0,1.182346,0.0,0.0,0.0,1.066608,0.0,1.027191,0.0,2.51931,0.0,2.465259,0.0,4.056701,0.0,1.027191,-0.113558,1.065974,0.0,2.465259,-0.086625,2.424545,0.0,1.027191,0.116082,1.109518,0.0,2.465259,0.082929,2.561676
2.073755,0.694024,0.056541,2,1.005286,0.0,0.0,0.0,0.520898,0.0,0.518439,0.0,1.307583,0.0,1.244253,0.0,2.180698,0.0,0.518439,-0.091,0.585486,0.0,1.244253,-0.064827,1.314643,0.0,0.518439,0.091422,0.565456,0.0,1.244253,0.066785,1.207126
3.279485,0.901484,0.694703,0,0.932788,0.0,0.0,0.0,0.690097,0.0,0.655897,0.0,1.607776,0.0,1.574153,0.0,2.729619,0.0,0.655897,-0.139302,0.735467,0.0,1.574153,-0.099902,1.659248,0.0,0.655897,0.146727,0.727129,0.0,1.574153,0.097168,1.62636
6.681679,1.195851,0.186718,2,0.824904,0.0,0.0,0.0,1.615832,0.0,1.67042,0.0,4.033173,0.0,4.009007,0.0,6.787485,0.0,1.67042,-0.140622,1.846502,0.0,4.009007,-0.095953,4.298077,0.0,1.67042,0.148266,1.829377,0.0,4.009007,0.102004,4.401834
7.464621,1.552883,0.683589,2,0.888909,0.0,0.0,0.0,1.926986,0.0,1.866155,0.0,4.512059,0.0,4.478772,0.0,7.517966,0.0,1.866155,-0.282651,2.115839,0.0,4.478772,-0.207738,4.855125,0.0,1.866155,0.278626,1.982285,0.0,4.478772,0.199138,4.65313
6.304005,2.374053,0.883494,1,1.376818,0.0,0.0,0.0,1.412602,0.0,1.418401,0.0,3.492084,0.0,3.404163,0.0,5.507017,0.0,1.418401,-0.688538,1.638225,0.0,3.404163,-0.49655,3.697109,0.0,1.418401,0.678088,1.497709,0.0,3.404163,0.497912,3.650585
2.981103,2.220514,0.147797,1,1.215514,0.0,0.0,0.0,0.65309,0.0,0.670748,0.0,1.537314,0.0,1.609796,0.0,2.733029,0.0,0.670748,-0.326197,0.77239,0.0,1.609796,-0.234517,1.650468,0.0,0.670748,0.355849,0.750335,0.0,1.609796,0.238637,1.716591
3.053548,2.190515,0.857774,1,1.138976,0.0,0.0,0.0,0.683904,0.0,0.687048,0.0,1.684951,0.0,1.648916,0.0,2.73981,0.0,0.687048,-0.524786,0.736476,0.0,1.648916,-0.372077,1.787983,0.0,0.687048,0.525346,0.777354,0.0,1.648916,0.361382,1.662165
