base_size,layer_index,petal_index,opening_degree,tip_x,tip_y,tip_z,base_spread,base_z_offset,extrude_depth,rotation_angle
4.8614,3,11,0.9267,0.899694,4.509262,0.275959,1.689554,0.0,0.061721,72.5
4.8614,3,12,0.9267,0.866653,4.469402,0.256888,1.688563,0.0,0.063186,210.0
3.6548,1,0,0.4032,0.0,2.464898,0.173585,0.732814,0.126171,0.038704,0.0
3.6548,1,1,0.4032,0.0,2.469517,0.173137,0.718374,0.119281,0.041392,137.5
3.6548,1,2,0.4032,0.0,2.418667,0.171451,0.704268,0.123718,0.039817,275.0
3.6548,1,3,0.4032,0.0,2.356193,0.170816,0.691187,0.126113,0.039626,52.5
3.6548,1,4,0.4032,0.0,2.246211,0.17285,0.718418,0.122434,0.040766,190.0
3.6548,2,0,0.4032,0.149419,3.150959,0.22989,0.888601,0.063726,0.046049,0.0
3.6548,2,1,0.4032,0.147151,2.984864,0.248774,0.982885,0.062721,0.041165,137.5
3.6548,2,2,0.4032,0.152379,3.323742,0.224839,0.943389,0.061439,0.043202,275.0
3.6548,2,3,0.4032,0.152846,3.09869,0.233361,0.97716,0.062678,0.041227,52.5
3.6548,2,4,0.4032,0.151857,3.171581,0.246524,0.93989,0.060715,0.045026,190.0
3.6548,2,5,0.4032,0.144425,3.118143,0.232892,0.912586,0.061262,0.046273,327.5
3.6548,2,6,0.4032,0.147045,3.239022,0.23446,1.006609,0.059305,0.044012,105.0
3.6548,2,7,0.4032,0.149176,3.00171,0.241508,0.993045,0.062336,0.04291,242.5
3.6548,3,0,0.4032,0.281432,3.859274,0.290558,1.16358,0.0,0.045808,0.0
3.6548,3,1,0.4032,0.307384,4.015895,0.305327,1.150143,0.0,0.051762,137.5
3.6548,3,2,0.4032,0.298437,3.967296,0.282602,1.226173,0.0,0.045754,275.0
3.6548,3,3,0.4032,0.282847,3.908805,0.28217,1.148869,0.0,0.04762,52.5
3.6548,3,4,0.4032,0.298819,3.916846,0.299704,1.140168,0.0,0.047163,190.0
3.6548,3,5,0.4032,0.306001,3.898862,0.29477,1.188587,0.0,0.046319,327.5
3.6548,3,6,0.4032,0.298627,3.893936,0.292111,1.185764,0.0,0.048017,105.0
3.6548,3,7,0.4032,0.295686,3.993582,0.287776,1.194402,0.0,0.04779,242.5
3.6548,3,8,0.4032,0.303406,3.805804,0.275902,1.208659,0.0,0.048566,20.0
3.6548,3,9,0.4032,0.289455,3.89519,0.284308,1.219035,0.0,0.045555,157.5
3.6548,3,10,0.4032,0.299786,4.048864,0.295608,1.180032,0.0,0.045845,295.0
3.6548,3,11,0.4032,0.301582,4.15526,0.296373,1.147894,0.0,0.048293,72.5
3.6548,3,12,0.4032,0.284606,3.944156,0.293101,1.200141,0.0,0.048962,210.0
4.3228,1,0,0.8922,0.0,2.425453,0.143379,0.903512,0.147525,0.04738,0.0
4.3228,1,1,0.8922,0.0,2.33365,0.143413,0.898225,0.152327,0.048429,137.5
4.3228,1,2,0.8922,0.0,2.415495,0.139784,0.872624,0.141308,0.046857,275.0
4.3228,1,3,0.8922,0.0,2.405744,0.146074,0.883069,0.145765,0.048576,52.5
4.3228,1,4,0.8922,0.0,2.435526,0.140595,0.94413,0.143361,0.048454,190.0
4.3228,2,0,0.8922,0.384313,3.356036,0.187657,1.25613,0.071693,0.052006,0.0
4.3228,2,1,0.8922,0.374172,3.267031,0.196154,1.232609,0.072833,0.052045,137.5
4.3228,2,2,0.8922,0.378246,3.224608,0.199245,1.221005,0.073556,0.050987,275.0
4.3228,2,3,0.8922,0.387386,3.297708,0.204945,1.253154,0.073056,0.050004,52.5
4.3228,2,4,0.8922,0.367837,3.285504,0.18831,1.230791,0.071434,0.054187,190.0
4.3228,2,5,0.8922,0.400381,3.108815,0.189795,1.323117,0.072087,0.053242,327.5
4.3228,2,6,0.8922,0.377892,3.108463,0.189682,1.168385,0.071216,0.051705,105.0
4.3228,2,7,0.8922,0.388298,3.169069,0.188516,1.233738,0.072883,0.051328,242.5
4.3228,3,0,0.8922,0.722844,4.007855,0.242961,1.580237,0.0,0.057093,0.0
4.3228,3,1,0.8922,0.781506,3.972929,0.227314,1.467074,0.0,0.056033,137.5
4.3228,3,2,0.8922,0.786346,3.919919,0.239415,1.521821,0.0,0.054383,275.0
4.3228,3,3,0.8922,0.755462,4.00623,0.229176,1.494937,0.0,0.054035,52.5
4.3228,3,4,0.8922,0.745913,4.138909,0.237691,1.520563,0.0,0.055255,190.0
4.3228,3,5,0.8922,0.831325,4.180744,0.234854,1.560315,0.0,0.055429,327.5
4.3228,3,6,0.8922,0.72276,4.018664,0.231993,1.574629,0.0,0.05414,105.0
4.3228,3,7,0.8922,0.757802,4.165447,0.234576,1.525396,0.0,0.057546,242.5
4.3228,3,8,0.8922,0.795638,4.049599,0.22304,1.559895,0.0,0.057904,20.0
4.3228,3,9,0.8922,0.78978,3.900334,0.241488,1.488421,0.0,0.055812,157.5
4.3228,3,10,0.8922,0.797242,4.250552,0.246804,1.515396,0.0,0.058532,295.0
4.3228,3,11,0.8922,0.805493,3.921567,0.237286,1.509452,0.0,0.056417,72.5
4.3228,3,12,0.8922,0.780282,3.982148,0.234356,1.582705,0.0,0.056083,210.0
3.7625,1,0,0.2504,0.0,2.50576,0.192909,0.706845,0.11996,0.041022,0.0
3.7625,1,1,0.2504,0.0,2.637135,0.188379,0.680291,0.127851,0.040956,137.5
3.7625,1,2,0.2504,0.0,2.672851,0.195602,0.736869,0.128596,0.040592,275.0
3.7625,1,3,0.2504,0.0,2.491835,0.196246,0.711064,0.123694,0.040061,52.5
3.7625,1,4,0.2504,0.0,2.689248,0.201778,0.66976,0.126538,0.043702,190.0
3.7625,2,0,0.2504,0.092372,3.313677,0.261258,0.949087,0.059944,0.046771,0.0
3.7625,2,1,0.2504,0.094707,3.328397,0.266873,0.920369,0.060652,0.046317,137.5
3.7625,2,2,0.2504,0.095612,3.29817,0.269879,0.954901,0.063801,0.042534,275.0
3.7625,2,3,0.2504,0.093587,3.415911,0.267383,0.947316,0.061286,0.044074,52.5
3.7625,2,4,0.2504,0.09535,3.150494,0.284241,0.982894,0.065366,0.042515,190.0
3.7625,2,5,0.2504,0.098837,3.442679,0.255794,0.964352,0.063711,0.042246,327.5
3.7625,2,6,0.2504,0.094039,3.424988,0.256552,0.951788,0.060287,0.044661,105.0
3.7625,2,7,0.2504,0.090933,3.332788,0.261221,0.957844,0.062356,0.044146,242.5
3.7625,3,0,0.2504,0.182245,4.177873,0.33376,1.202977,0.0,0.047975,0.0
3.7625,3,1,0.2504,0.191697,4.227492,0.33459,1.256493,0.0,0.050785,137.5
3.7625,3,2,0.2504,0.198532,4.083871,0.330307,1.100272,0.0,0.049724,275.0
3.7625,3,3,0.2504,0.195485,4.351003,0.331267,1.149906,0.0,0.048585,52.5
3.7625,3,4,0.2504,0.200318,4.460678,0.331824,1.132533,0.0,0.047065,190.0
3.7625,3,5,0.2504,0.18866,4.302189,0.336722,1.179643,0.0,0.048583,327.5
3.7625,3,6,0.2504,0.187466,4.208039,0.335233,1.117547,0.0,0.049446,105.0
3.7625,3,7,0.2504,0.189846,4.316673,0.350507,1.213848,0.0,0.049725,242.5
3.7625,3,8,0.2504,0.183826,4.214548,0.315135,1.131562,0.0,0.048626,20.0
3.7625,3,9,0.2504,0.190987,4.35597,0.313322,1.206777,0.0,0.04723,157.5
3.7625,3,10,0.2504,0.18583,4.30971,0.320843,1.204258,0.0,0.049547,295.0
3.7625,3,11,0.2504,0.187849,4.200117,0.321767,1.25874,0.0,0.04767,72.5
3.7625,3,12,0.2504,0.189828,4.168933,0.334534,1.167768,0.0,0.050229,210.0
3.4247,1,0,0.5403,0.0,2.13247,0.148776,0.69215,0.110808,0.038616,0.0
3.4247,1,1,0.5403,0.0,2.178932,0.153057,0.716021,0.108929,0.037876,137.5
3.4247,1,2,0.5403,0.0,2.015237,0.157529,0.730456,0.117437,0.037323,275.0
3.4247,1,3,0.5403,0.0,2.093024,0.153989,0.685856,0.10973,0.035324,52.5
3.4247,1,4,0.5403,0.0,2.139591,0.142881,0.673371,0.114685,0.036336,190.0
3.4247,2,0,0.5403,0.186636,2.861563,0.19272,0.874011,0.059262,0.041101,0.0
3.4247,2,1,0.5403,0.179182,2.964276,0.208768,0.883441,0.06021,0.037907,137.5
3.4247,2,2,0.5403,0.173935,2.944913,0.203661,0.898464,0.058308,0.042046,275.0
3.4247,2,3,0.5403,0.186528,2.859203,0.196698,0.933675,0.058808,0.040222,52.5
3.4247,2,4,0.5403,0.185658,2.912561,0.207703,0.929418,0.054832,0.039192,190.0
3.4247,2,5,0.5403,0.177547,2.819718,0.199766,0.951165,0.057225,0.043233,327.5
3.4247,2,6,0.5403,0.18228,2.827108,0.200292,0.940935,0.057498,0.040186,105.0
3.4247,2,7,0.5403,0.18904,2.784397,0.199662,0.901879,0.056322,0.040295,242.5
3.4247,3,0,0.5403,0.394717,3.393661,0.251624,1.141177,0.0,0.041386,0.0
3.4247,3,1,0.5403,0.378168,3.756159,0.259281,1.166754,0.0,0.044999,137.5
3.4247,3,2,0.5403,0.377366,3.666465,0.256772,1.154504,0.0,0.045013,275.0
3.4247,3,3,0.5403,0.350637,3.451833,0.264867,1.204821,0.0,0.044255,52.5
3.4247,3,4,0.5403,0.379212,3.655816,0.242064,1.127037,0.0,0.044963,190.0
3.4247,3,5,0.5403,0.359359,3.682828,0.257767,1.143796,0.0,0.044393,327.5
3.4247,3,6,0.5403,0.390172,3.557774,0.259705,1.099544,0.0,0.046795,105.0
3.4247,3,7,0.5403,0.352013,3.477344,0.245799,1.142706,0.0,0.044065,242.5
3.4247,3,8,0.5403,0.386482,3.377996,0.254966,1.168815,0.0,0.045022,20.0
3.4247,3,9,0.5403,0.375824,3.511571,0.249152,1.097478,0.0,0.043084,157.5
3.4247,3,10,0.5403,0.370483,3.570393,0.253784,1.146159,0.0,0.044266,295.0
3.4247,3,11,0.5403,0.366677,3.447608,0.254289,1.146639,0.0,0.044779,72.5
3.4247,3,12,0.5403,0.368763,3.605118,0.252993,1.113166,0.0,0.043009,210.0
1.1002,1,0,0.8667,0.0,0.603549,0.037932,0.237551,0.034984,0.011827,0.0
1.1002,1,1,0.8667,0.0,0.599808,0.03717,0.238011,0.037746,0.011893,137.5
1.1002,1,2,0.8667,0.0,0.626557,0.03829,0.228111,0.036839,0.012722,275.0
1.1002,1,3,0.8667,0.0,0.651535,0.038337,0.234103,0.037009,0.011913,52.5
1.1002,1,4,0.8667,0.0,0.599599,0.036999,0.22881,0.036382,0.01227,190.0
1.1002,2,0,0.8667,0.095713,0.816624,0.050498,0.297161,0.019205,0.013399,0.0
1.1002,2,1,0.8667,0.092962,0.811007,0.051293,0.305192,0.019142,0.013173,137.5
1.1002,2,2,0.8667,0.093165,0.849889,0.050892,0.311657,0.018468,0.013014,275.0
1.1002,2,3,0.8667,0.092445,0.824192,0.048739,0.312003,0.019025,0.013127,52.5
1.1002,2,4,0.8667,0.096715,0.819959,0.048922,0.301892,0.01876,0.012962,190.0
1.1002,2,5,0.8667,0.091842,0.819047,0.04946,0.298806,0.017896,0.013011,327.5
1.1002,2,6,0.8667,0.090732,0.889135,0.049018,0.295354,0.019537,0.012622,105.0
1.1002,2,7,0.8667,0.096968,0.825493,0.048551,0.312417,0.018094,0.013565,242.5
1.1002,3,0,0.8667,0.187301,1.062869,0.065705,0.37791,0.0,0.014135,0.0
1.1002,3,1,0.8667,0.191552,1.014445,0.064895,0.368002,0.0,0.014237,137.5
1.1002,3,2,0.8667,0.190176,1.01918,0.063596,0.370373,0.0,0.013306,275.0
1.1002,3,3,0.8667,0.188875,1.02354,0.062342,0.398751,0.0,0.01433,52.5
1.1002,3,4,0.8667,0.195086,0.981967,0.062879,0.372938,0.0,0.014743,190.0
1.1002,3,5,0.8667,0.194127,1.03601,0.059757,0.375197,0.0,0.014177,327.5
1.1002,3,6,0.8667,0.191324,0.989892,0.06304,0.385946,0.0,0.014064,105.0
1.1002,3,7,0.8667,0.194335,1.036086,0.06068,0.399756,0.0,0.013706,242.5
1.1002,3,8,0.8667,0.185232,1.005204,0.062597,0.370007,0.0,0.014247,20.0
1.1002,3,9,0.8667,0.190868,1.035491,0.0635,0.40256,0.0,0.013641,157.5
1.1002,3,10,0.8667,0.191997,1.060552,0.058438,0.392713,0.0,0.014116,295.0
1.1002,3,11,0.8667,0.192426,0.960821,0.064563,0.371926,0.0,0.014578,72.5
1.1002,3,12,0.8667,0.188162,1.050861,0.061996,0.413136,0.0,0.01408,210.0
4.6351,1,0,0.4684,0.0,2.900836,0.210689,0.931209,0.160139,0.053304,0.0
4.6351,1,1,0.4684,0.0,2.945002,0.211217,0.866208,0.166391,0.05317,137.5
4.6351,1,2,0.4684,0.0,2.831567,0.190018,0.901158,0.15501,0.052727,275.0
4.6351,1,3,0.4684,0.0,2.890977,0.220771,0.885977,0.147175,0.053528,52.5
4.6351,1,4,0.4684,0.0,2.944649,0.217443,0.894686,0.154114,0.054319,190.0
4.6351,2,0,0.4684,0.209895,3.996351,0.283821,1.273668,0.076694,0.058816,0.0
4.6351,2,1,0.4684,0.223025,3.984679,0.286683,1.212049,0.080842,0.057515,137.5
4.6351,2,2,0.4684,0.210406,4.034627,0.273621,1.269015,0.079025,0.05427,275.0
4.6351,2,3,0.4684,0.231007,3.909904,0.27918,1.129476,0.081037,0.05516,52.5
4.6351,2,4,0.4684,0.213975,3.942418,0.2952,1.229062,0.075437,0.054546,190.0
4.6351,2,5,0.4684,0.222123,3.965661,0.280243,1.122146,0.077808,0.053251,327.5
4.6351,2,6,0.4684,0.219326,3.885065,0.286288,1.222352,0.077634,0.054256,105.0
4.6351,2,7,0.4684,0.222784,3.785456,0.300776,1.207304,0.07689,0.053878,242.5
4.6351,3,0,0.4684,0.452288,4.864738,0.367977,1.556349,0.0,0.059626,0.0
4.6351,3,1,0.4684,0.45887,5.143677,0.353602,1.560703,0.0,0.062326,137.5
4.6351,3,2,0.4684,0.449613,4.657525,0.343928,1.551825,0.0,0.064024,275.0
4.6351,3,3,0.4684,0.44146,4.969675,0.35976,1.523462,0.0,0.059083,52.5
4.6351,3,4,0.4684,0.436565,4.767937,0.342161,1.595782,0.0,0.058408,190.0
4.6351,3,5,0.4684,0.436503,4.858425,0.339094,1.52152,0.0,0.059409,327.5
4.6351,3,6,0.4684,0.447157,4.951264,0.351426,1.574735,0.0,0.059258,105.0
4.6351,3,7,0.4684,0.438942,4.994813,0.351789,1.558525,0.0,0.060346,242.5
4.6351,3,8,0.4684,0.424736,4.786541,0.368853,1.446962,0.0,0.061629,20.0
4.6351,3,9,0.4684,0.425115,5.023178,0.347891,1.510241,0.0,0.054273,157.5
4.6351,3,10,0.4684,0.433668,5.137014,0.363051,1.534067,0.0,0.060591,295.0
4.6351,3,11,0.4684,0.442585,4.824339,0.355184,1.502108,0.0,0.061317,72.5
4.6351,3,12,0.4684,0.419666,4.817147,0.35552,1.539568,0.0,0.060438,210.0
3.7348,1,0,0.0224,0.0,2.706185,0.236907,0.660313,0.130123,0.039874,0.0
3.7348,1,1,0.0224,0.0,2.581694,0.223378,0.680172,0.12405,0.043104,137.5
3.7348,1,2,0.0224,0.0,2.664597,0.221582,0.691442,0.122602,0.041981,275.0
3.7348,1,3,0.0224,0.0,2.794826,0.220394,0.662692,0.117228,0.042744,52.5
3.7348,1,4,0.0224,0.0,2.597113,0.226625,0.62158,0.123337,0.036793,190.0
3.7348,2,0,0.0224,0.008326,3.448753,0.304175,0.888641,0.058269,0.045781,0.0
3.7348,2,1,0.0224,0.008056,3.459806,0.294343,0.93408,0.060844,0.043001,137.5
3.7348,2,2,0.0224,0.00832,3.686284,0.301609,0.925601,0.06512,0.04414,275.0
3.7348,2,3,0.0224,0.008853,3.429773,0.291535,0.863012,0.062581,0.044266,52.5
3.7348,2,4,0.0224,0.008543,3.549319,0.283614,0.911601,0.061935,0.0449,190.0
3.7348,2,5,0.0224,0.008491,3.558331,0.302922,0.893159,0.062699,0.044472,327.5
3.7348,2,6,0.0224,0.007905,3.64176,0.28775,0.943394,0.062367,0.043298,105.0
3.7348,2,7,0.0224,0.008511,3.466181,0.294579,0.913531,0.060768,0.044497,242.5
3.7348,3,0,0.0224,0.016433,4.285022,0.362832,1.162376,0.0,0.048327,0.0
3.7348,3,1,0.0224,0.016841,4.495389,0.369351,1.134916,0.0,0.048434,137.5
3.7348,3,2,0.0224,0.016815,4.456851,0.375219,1.091918,0.0,0.050427,275.0
3.7348,3,3,0.0224,0.017329,4.19657,0.365464,1.130066,0.0,0.047867,52.5
3.7348,3,4,0.0224,0.016975,4.37811,0.375387,1.120518,0.0,0.050236,190.0
3.7348,3,5,0.0224,0.016288,4.385695,0.360899,1.146113,0.0,0.046768,327.5
3.7348,3,6,0.0224,0.017276,4.566634,0.332482,1.136194,0.0,0.047454,105.0
3.7348,3,7,0.0224,0.016602,4.446743,0.366139,1.08999,0.0,0.048418,242.5
3.7348,3,8,0.0224,0.01735,4.636405,0.357808,1.12855,0.0,0.049353,20.0
3.7348,3,9,0.0224,0.016486,4.414695,0.366261,1.139825,0.0,0.046268,157.5
3.7348,3,10,0.0224,0.016941,4.272634,0.374971,1.115189,0.0,0.052029,295.0
3.7348,3,11,0.0224,0.01664,4.502708,0.370445,1.153359,0.0,0.04851,72.5
3.7348,3,12,0.0224,0.017343,4.594084,0.392032,1.153798,0.0,0.049323,210.0
1.4764,1,0,0.4567,0.0,0.946835,0.067095,0.283807,0.046645,0.016709,0.0
1.4764,1,1,0.4567,0.0,0.907835,0.064487,0.283988,0.04971,0.016686,137.5
1.4764,1,2,0.4567,0.0,0.957803,0.070305,0.295656,0.049161,0.016604,275.0
1.4764,1,3,0.4567,0.0,0.891297,0.068191,0.306389,0.050333,0.015692,52.5
1.4764,1,4,0.4567,0.0,0.980063,0.071709,0.295264,0.050046,0.016393,190.0
1.4764,2,0,0.4567,0.071852,1.269226,0.090734,0.383632,0.024857,0.017956,0.0
1.4764,2,1,0.4567,0.066232,1.222547,0.088204,0.386,0.024074,0.017147,137.5
1.4764,2,2,0.4567,0.064093,1.165614,0.086961,0.394911,0.024264,0.01713,275.0
1.4764,2,3,0.4567,0.067142,1.197986,0.090892,0.40042,0.024535,0.018255,52.5
1.4764,2,4,0.4567,0.067351,1.307514,0.092178,0.417286,0.024846,0.016893,190.0
1.4764,2,5,0.4567,0.065851,1.185653,0.091482,0.3748,0.024188,0.016761,327.5
1.4764,2,6,0.4567,0.067053,1.296566,0.090077,0.410617,0.023927,0.017942,105.0
1.4764,2,7,0.4567,0.064495,1.228783,0.091879,0.371098,0.025311,0.017499,242.5
1.4764,3,0,0.4567,0.132333,1.544206,0.108327,0.513715,0.0,0.019164,0.0
1.4764,3,1,0.4567,0.135403,1.55527,0.112449,0.491117,0.0,0.018931,137.5
1.4764,3,2,0.4567,0.123729,1.569297,0.10917,0.481311,0.0,0.019241,275.0
1.4764,3,3,0.4567,0.141341,1.58072,0.119309,0.474582,0.0,0.020469,52.5
1.4764,3,4,0.4567,0.132988,1.564804,0.11091,0.498682,0.0,0.019492,190.0
1.4764,3,5,0.4567,0.131738,1.562154,0.116112,0.495036,0.0,0.018575,327.5
1.4764,3,6,0.4567,0.135266,1.545418,0.118456,0.489518,0.0,0.019529,105.0
1.4764,3,7,0.4567,0.137326,1.542439,0.110669,0.49112,0.0,0.018412,242.5
1.4764,3,8,0.4567,0.136499,1.553655,0.111272,0.50523,0.0,0.019688,20.0
1.4764,3,9,0.4567,0.130084,1.593555,0.114531,0.4815,0.0,0.019881,157.5
1.4764,3,10,0.4567,0.137617,1.493926,0.115734,0.482285,0.0,0.018628,295.0
1.4764,3,11,0.4567,0.135775,1.580194,0.109885,0.505888,0.0,0.019559,72.5
1.4764,3,12,0.4567,0.135143,1.581433,0.115296,0.492577,0.0,0.019246,210.0
3.1063,1,0,0.9635,0.0,1.637665,0.095638,0.654744,0.106589,0.034691,0.0
3.1063,1,1,0.9635,0.0,1.693567,0.094188,0.689962,0.102158,0.035821,137.5
3.1063,1,2,0.9635,0.0,1.812454,0.099433,0.676133,0.107514,0.031529,275.0
3.1063,1,3,0.9635,0.0,1.723404,0.096324,0.667595,0.108438,0.03557,52.5
3.1063,1,4,0.9635,0.0,1.694357,0.098174,0.667486,0.098335,0.033475,190.0
3.1063,2,0,0.9635,0.296437,2.251559,0.126923,0.879315,0.051314,0.038794,0.0
3.1063,2,1,0.9635,0.289168,2.182719,0.126739,0.924357,0.051889,0.036817,137.5
3.1063,2,2,0.9635,0.286013,2.33537,0.12829,0.858512,0.05324,0.038649,275.0
3.1063,2,3,0.9635,0.290942,2.346181,0.123854,0.90459,0.05369,0.037574,52.5
3.1063,2,4,0.9635,0.293521,2.324224,0.124777,0.893958,0.050383,0.039364,190.0
3.1063,2,5,0.9635,0.291777,2.285229,0.127288,0.843919,0.052322,0.038753,327.5
3.1063,2,6,0.9635,0.296142,2.333481,0.122206,0.898552,0.05162,0.03626,105.0
3.1063,2,7,0.9635,0.295667,2.165297,0.133212,0.907624,0.051925,0.036395,242.5
3.1063,3,0,0.9635,0.5781,2.75164,0.161098,1.112629,0.0,0.041353,0.0
3.1063,3,1,0.9635,0.600139,2.764078,0.14978,1.139865,0.0,0.04185,137.5
3.1063,3,2,0.9635,0.581577,2.884026,0.156776,1.068187,0.0,0.041241,275.0
3.1063,3,3,0.9635,0.554621,2.904468,0.15192,1.047058,0.0,0.041639,52.5
3.1063,3,4,0.9635,0.589117,2.879545,0.166589,1.108417,0.0,0.039381,190.0
3.1063,3,5,0.9635,0.576294,2.891637,0.166709,1.163977,0.0,0.042719,327.5
3.1063,3,6,0.9635,0.574621,2.807321,0.167519,1.085671,0.0,0.038325,105.0
3.1063,3,7,0.9635,0.601017,2.839912,0.167691,1.12005,0.0,0.041697,242.5
3.1063,3,8,0.9635,0.592155,2.712458,0.15694,1.086446,0.0,0.039635,20.0
3.1063,3,9,0.9635,0.585582,2.860044,0.158815,1.101456,0.0,0.039682,157.5
3.1063,3,10,0.9635,0.569592,2.82572,0.161558,1.175817,0.0,0.040389,295.0
3.1063,3,11,0.9635,0.601677,2.678073,0.163963,1.12582,0.0,0.039496,72.5
3.1063,3,12,0.9635,0.625629,2.893529,0.158875,1.080964,0.0,0.040095,210.0
4.3431,1,0,0.085,0.0,3.043597,0.245016,0.836504,0.149225,0.046451,0.0
4.3431,1,1,0.085,0.0,3.163147,0.235546,0.784656,0.142825,0.046134,137.5
4.3431,1,2,0.085,0.0,2.970334,0.242429,0.749049,0.151294,0.047295,275.0
4.3431,1,3,0.085,0.0,3.093886,0.2543,0.787303,0.145108,0.043918,52.5
4.3431,1,4,0.085,0.0,2.989965,0.265431,0.810309,0.141566,0.046877,190.0
4.3431,2,0,0.085,0.036321,4.230145,0.339494,1.044538,0.07701,0.05255,0.0
4.3431,2,1,0.085,0.035833,3.999405,0.349697,1.043167,0.068432,0.051835,137.5
4.3431,2,2,0.085,0.038069,4.044394,0.31665,1.064378,0.072735,0.052282,275.0
4.3431,2,3,0.085,0.037361,4.057838,0.321554,1.034656,0.068882,0.052729,52.5
4.3431,2,4,0.085,0.036096,4.161895,0.328811,1.053607,0.069804,0.053137,190.0
4.3431,2,5,0.085,0.035557,4.089314,0.341269,1.048866,0.074663,0.051287,327.5
4.3431,2,6,0.085,0.037147,4.227145,0.342356,1.089168,0.076007,0.052875,105.0
4.3431,2,7,0.085,0.037248,4.223468,0.331525,1.078027,0.077211,0.049616,242.5
4.3431,3,0,0.085,0.075371,5.021999,0.406652,1.328742,0.0,0.056835,0.0
4.3431,3,1,0.085,0.073046,5.162015,0.401813,1.291217,0.0,0.057203,137.5
4.3431,3,2,0.085,0.074359,5.223229,0.409319,1.297105,0.0,0.055195,275.0
4.3431,3,3,0.085,0.074038,5.046528,0.42353,1.292076,0.0,0.058923,52.5
4.3431,3,4,0.085,0.072962,5.487436,0.401368,1.278552,0.0,0.05807,190.0
4.3431,3,5,0.085,0.075828,4.944177,0.406171,1.35384,0.0,0.057088,327.5
4.3431,3,6,0.085,0.075715,5.286189,0.415732,1.304427,0.0,0.057435,105.0
4.3431,3,7,0.085,0.073709,5.218072,0.421238,1.307218,0.0,0.058537,242.5
4.3431,3,8,0.085,0.074649,4.864018,0.431296,1.319396,0.0,0.055624,20.0
4.3431,3,9,0.085,0.072218,5.017577,0.419074,1.299224,0.0,0.056097,157.5
4.3431,3,10,0.085,0.072787,5.291301,0.404695,1.331823,0.0,0.0537,295.0
4.3431,3,11,0.085,0.071344,5.259848,0.405583,1.293308,0.0,0.057464,72.5
4.3431,3,12,0.085,0.073469,4.987159,0.425613,1.321533,0.0,0.05817,210.0
1.292,1,0,0.3895,0.0,0.82784,0.064634,0.245914,0.040265,0.013519,0.0
1.292,1,1,0.3895,0.0,0.836982,0.064382,0.246,0.042665,0.013623,137.5
1.292,1,2,0.3895,0.0,0.828099,0.0621,0.256668,0.043614,0.014367,275.0
1.292,1,3,0.3895,0.0,0.817702,0.060894,0.272025,0.043707,0.0147,52.5
1.292,1,4,0.3895,0.0,0.841233,0.06161,0.253401,0.041604,0.013479,190.0
1.292,2,0,0.3895,0.04886,1.161573,0.079785,0.329492,0.020294,0.0154,0.0
1.292,2,1,0.3895,0.050499,1.099778,0.083554,0.342655,0.022344,0.015046,137.5
1.292,2,2,0.3895,0.049512,1.138347,0.078756,0.349211,0.021938,0.015702,275.0
1.292,2,3,0.3895,0.050373,1.164911,0.084992,0.346706,0.020872,0.014868,52.5
1.292,2,4,0.3895,0.049808,1.155643,0.083749,0.336984,0.021278,0.015369,190.0
1.292,2,5,0.3895,0.046968,1.08529,0.085892,0.331788,0.021655,0.015313,327.5
1.292,2,6,0.3895,0.051464,1.123652,0.080546,0.34,0.020096,0.015363,105.0
1.292,2,7,0.3895,0.050345,1.144902,0.081988,0.347312,0.021623,0.014921,242.5
1.292,3,0,0.3895,0.09692,1.43122,0.107125,0.416744,0.0,0.017018,0.0
1.292,3,1,0.3895,0.096098,1.393265,0.102993,0.430112,0.0,0.016635,137.5
1.292,3,2,0.3895,0.10452,1.403704,0.105184,0.415055,0.0,0.016984,275.0
1.292,3,3,0.3895,0.100599,1.472937,0.102465,0.397663,0.0,0.016703,52.5
1.292,3,4,0.3895,0.101895,1.3826,0.101933,0.404309,0.0,0.016334,190.0
1.292,3,5,0.3895,0.10375,1.388359,0.10282,0.395086,0.0,0.01666,327.5
1.292,3,6,0.3895,0.099527,1.398123,0.101443,0.402656,0.0,0.016819,105.0
1.292,3,7,0.3895,0.104116,1.391846,0.10474,0.421702,0.0,0.01685,242.5
1.292,3,8,0.3895,0.096025,1.464149,0.102449,0.407723,0.0,0.016858,20.0
1.292,3,9,0.3895,0.097452,1.339146,0.100504,0.415896,0.0,0.017031,157.5
1.292,3,10,0.3895,0.10517,1.43497,0.102502,0.413479,0.0,0.017041,295.0
1.292,3,11,0.3895,0.101219,1.46043,0.101968,0.433141,0.0,0.016674,72.5
1.292,3,12,0.3895,0.098024,1.407822,0.097647,0.43389,0.0,0.016789,210.0
4.3051,1,0,0.651,0.0,2.709854,0.180884,0.878272,0.133499,0.04805,0.0
4.3051,1,1,0.651,0.0,2.587132,0.166657,0.887347,0.150978,0.048957,137.5
4.3051,1,2,0.651,0.0,2.524358,0.167415,0.840215,0.14773,0.044646,275.0
4.3051,1,3,0.651,0.0,2.632106,0.176653,0.887483,0.146489,0.048749,52.5
4.3051,1,4,0.651,0.0,2.568386,0.167389,0.872107,0.147324,0.048735,190.0
4.3051,2,0,0.651,0.281407,3.488051,0.235344,1.213852,0.072515,0.051229,0.0
4.3051,2,1,0.651,0.283885,3.572095,0.243899,1.155344,0.074413,0.04965,137.5
