base_size,layer_index,petal_index,opening_degree,cp1_x,cp1_y,cp2_x,cp2_y,cp3_x,cp3_y,cp4_x,cp4_y,cp5_x,cp5_y,extrude_depth
7.702671,2,0,0.818824,-0.641778,0.0,-1.32355,2.890793,0.263701,7.06717,1.385514,2.966851,0.693884,0.0,0.023658
7.702671,2,1,0.818824,-0.6533,0.0,-1.326474,2.858125,0.254724,7.856831,1.286664,3.106665,0.670171,0.0,0.024167
7.702671,2,2,0.818824,-0.693004,0.0,-1.371034,2.88959,0.26569,7.441561,1.365956,2.960016,0.685553,0.0,0.024137
7.702671,2,3,0.818824,-0.684729,0.0,-1.421393,3.032319,0.26792,7.278943,1.287287,2.936553,0.676354,0.0,0.023171
7.702671,2,4,0.818824,-0.687233,0.0,-1.378127,3.033736,0.231139,7.586771,1.355443,2.985636,0.660014,0.0,0.023114
7.702671,2,5,0.818824,-0.703541,0.0,-1.36518,2.650957,0.259589,6.98121,1.31942,2.85298,0.650605,0.0,0.021859
7.702671,2,6,0.818824,-0.692794,0.0,-1.294115,2.84637,0.231317,7.380459,1.330617,2.918834,0.657554,0.0,0.022836
7.702671,2,7,0.818824,-0.64361,0.0,-1.293843,3.013673,0.235659,7.208179,1.338841,2.863498,0.65313,0.0,0.02239
7.702671,2,8,0.818824,-0.671083,0.0,-1.308928,3.129292,0.246602,7.543673,1.344808,2.897723,0.672824,0.0,0.022948
7.702671,2,9,0.818824,-0.657354,0.0,-1.303306,2.931462,0.241371,7.62137,1.40644,3.021915,0.710896,0.0,0.023279
7.702671,2,10,0.818824,-0.650452,0.0,-1.358854,2.906824,0.252073,7.379899,1.382199,2.816641,0.681395,0.0,0.022601
7.702671,2,11,0.818824,-0.662428,0.0,-1.369668,3.057905,0.244093,7.262042,1.309803,2.950047,0.686635,0.0,0.023157
7.702671,2,12,0.818824,-0.682997,0.0,-1.353969,2.969503,0.241215,7.538802,1.32608,2.915077,0.644076,0.0,0.02426
3.332608,0,0,0.523058,-0.223639,0.0,-0.42747,1.143055,-0.001204,2.787687,0.430704,1.143575,0.211085,0.0,0.013907
3.332608,0,1,0.523058,-0.225161,0.0,-0.436783,1.11363,0.00178,2.807039,0.435383,1.112953,0.217512,0.0,0.014085
3.332608,0,2,0.523058,-0.218368,0.0,-0.436455,1.107944,-0.001782,2.741368,0.438429,1.094708,0.22317,0.0,0.013586
3.332608,0,3,0.523058,-0.217196,0.0,-0.455133,1.083378,0.007995,2.794883,0.441192,1.135399,0.223211,0.0,0.014132
3.332608,0,4,0.523058,-0.212476,0.0,-0.437248,1.150912,-0.003779,2.811684,0.428606,1.028822,0.208815,0.0,0.013444
3.332608,1,0,0.523058,-0.249984,0.0,-0.509,1.243268,0.037563,3.06556,0.499786,1.176183,0.25687,0.0,0.012845
3.332608,1,1,0.523058,-0.261141,0.0,-0.483129,1.298555,0.039518,3.094401,0.484131,1.317033,0.259255,0.0,0.012779
3.332608,1,2,0.523058,-0.24802,0.0,-0.480815,1.2366,0.039001,3.090782,0.513587,1.242128,0.25419,0.0,0.013479
3.332608,1,3,0.523058,-0.249714,0.0,-0.484676,1.220154,0.031911,3.022712,0.488613,1.305678,0.247,0.0,0.01231
3.332608,1,4,0.523058,-0.244641,0.0,-0.476878,1.243167,0.033944,3.251173,0.512871,1.255103,0.2497,0.0,0.01266
3.332608,1,5,0.523058,-0.247527,0.0,-0.466729,1.246143,0.04219,3.175493,0.504639,1.182233,0.235472,0.0,0.013281
3.332608,1,6,0.523058,-0.247307,0.0,-0.508478,1.230025,0.02658,3.059833,0.499708,1.295643,0.249508,0.0,0.012857
3.332608,1,7,0.523058,-0.254793,0.0,-0.504082,1.242093,0.0358,3.161541,0.509484,1.327113,0.248291,0.0,0.012743
3.332608,2,0,0.523058,-0.272628,0.0,-0.53633,1.440121,0.065761,3.620565,0.570287,1.370968,0.283606,0.0,0.011419
3.332608,2,1,0.523058,-0.272081,0.0,-0.539988,1.390005,0.064409,3.569561,0.528815,1.406612,0.27084,0.0,0.011841
3.332608,2,2,0.523058,-0.273259,0.0,-0.514705,1.458421,0.070225,3.410701,0.565969,1.451143,0.291985,0.0,0.011299
3.332608,2,3,0.523058,-0.268554,0.0,-0.573661,1.435559,0.071143,3.409579,0.536289,1.435749,0.256181,0.0,0.01134
3.332608,2,4,0.523058,-0.274615,0.0,-0.54572,1.342234,0.067584,3.450383,0.579437,1.426395,0.286304,0.0,0.01147
3.332608,2,5,0.523058,-0.285585,0.0,-0.5436,1.439539,0.062609,3.493274,0.567161,1.40037,0.279097,0.0,0.011127
3.332608,2,6,0.523058,-0.265785,0.0,-0.546794,1.497634,0.075991,3.480976,0.553532,1.385807,0.28652,0.0,0.011071
3.332608,2,7,0.523058,-0.267508,0.0,-0.545643,1.363204,0.068655,3.518011,0.589225,1.315492,0.275868,0.0,0.011422
3.332608,2,8,0.523058,-0.271822,0.0,-0.544207,1.42561,0.074484,3.404295,0.562207,1.42225,0.279958,0.0,0.012035
3.332608,2,9,0.523058,-0.270601,0.0,-0.56025,1.39493,0.065857,3.609416,0.560113,1.380271,0.268358,0.0,0.011366
3.332608,2,10,0.523058,-0.271195,0.0,-0.526694,1.405694,0.079481,3.462494,0.525731,1.385838,0.258526,0.0,0.011937
3.332608,2,11,0.523058,-0.280284,0.0,-0.564948,1.33947,0.063356,3.548738,0.579446,1.358549,0.281156,0.0,0.011317
3.332608,2,12,0.523058,-0.292854,0.0,-0.559427,1.402727,0.066549,3.407371,0.59595,1.369771,0.268302,0.0,0.010854
4.243661,0,0,0.512562,-0.281826,0.0,-0.531421,1.372496,0.010166,3.475745,0.561715,1.406412,0.283489,0.0,0.017126
4.243661,0,1,0.512562,-0.286545,0.0,-0.575547,1.414439,-0.002139,3.632422,0.569136,1.376734,0.293361,0.0,0.018132
4.243661,0,2,0.512562,-0.280387,0.0,-0.575257,1.483632,-0.00586,3.471041,0.558636,1.442821,0.280269,0.0,0.017491
4.243661,0,3,0.512562,-0.28314,0.0,-0.583986,1.454672,0.005097,3.637002,0.527918,1.481536,0.266386,0.0,0.017352
4.243661,0,4,0.512562,-0.277993,0.0,-0.568711,1.475655,-0.004244,3.650683,0.555977,1.362326,0.281025,0.0,0.017921
4.243661,1,0,0.512562,-0.317583,0.0,-0.629585,1.609471,0.030555,3.950068,0.616098,1.594211,0.316215,0.0,0.016291
4.243661,1,1,0.512562,-0.317576,0.0,-0.625065,1.60211,0.037722,3.902391,0.616617,1.555048,0.330017,0.0,0.015306
4.243661,1,2,0.512562,-0.336407,0.0,-0.622486,1.584141,0.034599,3.965756,0.652189,1.510517,0.303908,0.0,0.016333
4.243661,1,3,0.512562,-0.31395,0.0,-0.636475,1.598401,0.04643,3.78305,0.634799,1.57488,0.316681,0.0,0.016683
4.243661,1,4,0.512562,-0.316848,0.0,-0.600478,1.50867,0.037258,4.127819,0.646371,1.664355,0.320241,0.0,0.017183
4.243661,1,5,0.512562,-0.313014,0.0,-0.659417,1.608613,0.034327,3.899637,0.581298,1.641689,0.32941,0.0,0.016532
4.243661,1,6,0.512562,-0.329573,0.0,-0.675649,1.734368,0.039993,3.906597,0.605999,1.685491,0.306737,0.0,0.015347
4.243661,1,7,0.512562,-0.316764,0.0,-0.616184,1.626076,0.040098,3.933641,0.653096,1.656243,0.325076,0.0,0.016283
4.243661,2,0,0.512562,-0.353063,0.0,-0.695329,1.672252,0.084048,4.376495,0.697819,1.784229,0.335948,0.0,0.013847
4.243661,2,1,0.512562,-0.345772,0.0,-0.68843,1.661163,0.078685,4.494514,0.691798,1.77385,0.340563,0.0,0.013768
4.243661,2,2,0.512562,-0.359636,0.0,-0.733641,1.672903,0.090941,4.578723,0.712377,1.852181,0.35021,0.0,0.015183
4.243661,2,3,0.512562,-0.35149,0.0,-0.695502,1.778976,0.086695,4.449036,0.655301,1.738946,0.355282,0.0,0.013784
4.243661,2,4,0.512562,-0.344053,0.0,-0.717766,1.844882,0.084932,4.44443,0.706374,1.76278,0.345206,0.0,0.014654
4.243661,2,5,0.512562,-0.334364,0.0,-0.704801,1.880246,0.088076,4.616686,0.682761,1.752672,0.351929,0.0,0.013868
4.243661,2,6,0.512562,-0.369237,0.0,-0.698198,1.704175,0.085643,4.585005,0.689893,1.836987,0.368173,0.0,0.014451
4.243661,2,7,0.512562,-0.35048,0.0,-0.71923,1.864561,0.096563,4.573587,0.680564,1.71164,0.343026,0.0,0.014279
4.243661,2,8,0.512562,-0.379731,0.0,-0.740145,1.84413,0.083134,4.395298,0.713745,1.844257,0.349797,0.0,0.013819
4.243661,2,9,0.512562,-0.35854,0.0,-0.706305,1.83208,0.087253,4.204995,0.712426,1.764082,0.347805,0.0,0.013551
4.243661,2,10,0.512562,-0.359122,0.0,-0.708052,1.778983,0.08895,4.308053,0.738737,1.823327,0.371163,0.0,0.013785
4.243661,2,11,0.512562,-0.339759,0.0,-0.685005,1.75808,0.085875,4.622548,0.703379,1.826306,0.373314,0.0,0.01332
4.243661,2,12,0.512562,-0.33696,0.0,-0.721732,1.771951,0.085932,4.567686,0.652643,1.808607,0.346004,0.0,0.014716
3.777869,0,0,0.824066,-0.261442,0.0,-0.524726,1.195976,-0.002123,2.937425,0.520001,1.115219,0.25822,0.0,0.014872
3.777869,0,1,0.824066,-0.274704,0.0,-0.534879,1.166675,-0.011418,2.820099,0.54292,1.160411,0.26768,0.0,0.013696
3.777869,0,2,0.824066,-0.255159,0.0,-0.516143,1.116158,0.005365,2.851009,0.519088,1.15523,0.264402,0.0,0.014488
3.777869,0,3,0.824066,-0.266939,0.0,-0.520072,1.248677,-0.003068,2.851687,0.528804,1.216929,0.259135,0.0,0.014588
3.777869,0,4,0.824066,-0.249744,0.0,-0.525422,1.134477,0.006081,2.765914,0.530664,1.222256,0.266771,0.0,0.01489
3.777869,1,0,0.824066,-0.290635,0.0,-0.629645,1.257868,0.052641,3.320863,0.594739,1.258123,0.294916,0.0,0.012164
3.777869,1,1,0.824066,-0.310348,0.0,-0.582057,1.307619,0.067659,3.169665,0.599464,1.272509,0.311924,0.0,0.012789
3.777869,1,2,0.824066,-0.303059,0.0,-0.614274,1.223543,0.063053,3.284428,0.602489,1.38946,0.310608,0.0,0.013023
3.777869,1,3,0.824066,-0.298962,0.0,-0.607235,1.31293,0.057203,3.235281,0.601678,1.326739,0.303223,0.0,0.012431
3.777869,1,4,0.824066,-0.301787,0.0,-0.588254,1.351918,0.062204,3.247502,0.581447,1.279794,0.296257,0.0,0.012253
3.777869,1,5,0.824066,-0.29223,0.0,-0.619375,1.245434,0.059639,3.197367,0.585034,1.32819,0.29005,0.0,0.012413
3.777869,1,6,0.824066,-0.294821,0.0,-0.60188,1.201735,0.054673,3.131014,0.594817,1.26279,0.297134,0.0,0.012367
3.777869,1,7,0.824066,-0.301066,0.0,-0.58308,1.349926,0.061426,3.196271,0.622733,1.255861,0.300976,0.0,0.012898
3.777869,2,0,0.824066,-0.322119,0.0,-0.670945,1.460909,0.126332,3.4885,0.627821,1.448087,0.352663,0.0,0.011486
3.777869,2,1,0.824066,-0.323942,0.0,-0.689672,1.402677,0.129654,3.757294,0.653468,1.395064,0.318092,0.0,0.011806
3.777869,2,2,0.824066,-0.324599,0.0,-0.660346,1.540474,0.117734,3.490855,0.680484,1.46143,0.337073,0.0,0.011846
3.777869,2,3,0.824066,-0.330162,0.0,-0.655023,1.432852,0.127798,3.735558,0.657405,1.449585,0.334544,0.0,0.01124
3.777869,2,4,0.824066,-0.334048,0.0,-0.691255,1.412213,0.121344,3.47186,0.635911,1.524104,0.317892,0.0,0.011691
3.777869,2,5,0.824066,-0.340458,0.0,-0.706643,1.385373,0.11651,3.548943,0.621981,1.471776,0.337706,0.0,0.011757
3.777869,2,6,0.824066,-0.325691,0.0,-0.642049,1.5124,0.129248,3.581429,0.627253,1.454462,0.31885,0.0,0.011442
3.777869,2,7,0.824066,-0.325131,0.0,-0.673931,1.445819,0.127284,3.595086,0.681771,1.397103,0.320271,0.0,0.01171
3.777869,2,8,0.824066,-0.340247,0.0,-0.661886,1.425151,0.125831,3.759365,0.682552,1.442309,0.324725,0.0,0.011726
3.777869,2,9,0.824066,-0.338114,0.0,-0.679583,1.389208,0.117829,3.588462,0.642072,1.429052,0.327509,0.0,0.010854
3.777869,2,10,0.824066,-0.331196,0.0,-0.63519,1.475315,0.120837,3.586441,0.640283,1.411339,0.320926,0.0,0.010702
3.777869,2,11,0.824066,-0.32627,0.0,-0.689624,1.453082,0.129547,3.539509,0.700304,1.461889,0.327492,0.0,0.011567
3.777869,2,12,0.824066,-0.329793,0.0,-0.66519,1.445722,0.132831,3.578482,0.629991,1.396576,0.321922,0.0,0.010538
2.689496,0,0,0.357571,-0.164556,0.0,-0.364146,0.965267,-0.005919,2.373291,0.344489,0.92429,0.182242,0.0,0.012269
2.689496,0,1,0.357571,-0.181,0.0,-0.336687,0.937948,0.002711,2.20679,0.347767,0.935088,0.181708,0.0,0.012488
2.689496,0,2,0.357571,-0.164406,0.0,-0.35157,0.898321,0.002906,2.359128,0.355233,0.97711,0.176104,0.0,0.011738
2.689496,0,3,0.357571,-0.169949,0.0,-0.360808,0.919241,0.000301,2.237997,0.348901,0.928323,0.170681,0.0,0.012396
2.689496,0,4,0.357571,-0.177243,0.0,-0.356043,0.966025,0.00181,2.365811,0.346852,1.001594,0.172859,0.0,0.011908
2.689496,1,0,0.357571,-0.197637,0.0,-0.379608,1.052109,0.021121,2.693839,0.390931,1.032568,0.195695,0.0,0.011151
2.689496,1,1,0.357571,-0.198344,0.0,-0.379718,1.073893,0.018719,2.625762,0.400642,1.047149,0.19382,0.0,0.010831
2.689496,1,2,0.357571,-0.198655,0.0,-0.40217,1.072092,0.019523,2.664136,0.389241,1.123779,0.182184,0.0,0.011274
2.689496,1,3,0.357571,-0.190843,0.0,-0.410955,1.038394,0.016036,2.66198,0.369232,1.060911,0.193332,0.0,0.010283
2.689496,1,4,0.357571,-0.193125,0.0,-0.392383,1.112179,0.019856,2.570094,0.37911,1.038316,0.191689,0.0,0.010456
2.689496,1,5,0.357571,-0.199158,0.0,-0.390267,1.078611,0.014688,2.734244,0.380719,1.012319,0.18517,0.0,0.010859
2.689496,1,6,0.357571,-0.189662,0.0,-0.398053,1.042056,0.016037,2.633448,0.39178,1.08144,0.196847,0.0,0.01053
2.689496,1,7,0.357571,-0.201345,0.0,-0.380485,1.04746,0.021553,2.715635,0.395768,1.122737,0.192947,0.0,0.010695
2.689496,2,0,0.357571,-0.226588,0.0,-0.445618,1.168785,0.04411,3.043736,0.431874,1.235051,0.21056,0.0,0.009783
2.689496,2,1,0.357571,-0.208826,0.0,-0.419952,1.224229,0.040123,2.883674,0.446974,1.21159,0.210215,0.0,0.009632
2.689496,2,2,0.357571,-0.21054,0.0,-0.450407,1.195643,0.038188,2.820032,0.442369,1.168177,0.222104,0.0,0.009575
2.689496,2,3,0.357571,-0.205248,0.0,-0.448926,1.211885,0.044615,2.93885,0.424489,1.18766,0.226971,0.0,0.009518
2.689496,2,4,0.357571,-0.212489,0.0,-0.45749,1.159165,0.038461,2.970161,0.409863,1.179415,0.215541,0.0,0.009981
2.689496,2,5,0.357571,-0.226573,0.0,-0.402045,1.204496,0.041454,3.021579,0.426727,1.172709,0.219857,0.0,0.009747
2.689496,2,6,0.357571,-0.222635,0.0,-0.428805,1.119279,0.035801,2.930836,0.441596,1.156674,0.198747,0.0,0.009484
2.689496,2,7,0.357571,-0.208578,0.0,-0.421977,1.088189,0.042309,3.063403,0.42895,1.199187,0.204133,0.0,0.009268
2.689496,2,8,0.357571,-0.217728,0.0,-0.441515,1.184874,0.048841,3.128835,0.439427,1.190098,0.215966,0.0,0.009957
2.689496,2,9,0.357571,-0.211937,0.0,-0.416608,1.159378,0.037735,3.020414,0.447954,1.14325,0.20031,0.0,0.009361
2.689496,2,10,0.357571,-0.21698,0.0,-0.43083,1.161708,0.035219,2.973728,0.424075,1.118818,0.231202,0.0,0.009703
2.689496,2,11,0.357571,-0.211842,0.0,-0.421787,1.197636,0.037899,3.117047,0.419526,1.166655,0.21342,0.0,0.009683
2.689496,2,12,0.357571,-0.223243,0.0,-0.439853,1.211411,0.033107,2.91039,0.438321,1.199159,0.224933,0.0,0.00922
5.835634,0,0,0.487848,-0.372479,0.0,-0.784883,1.864205,0.004782,5.081439,0.778562,1.908361,0.391021,0.0,0.02484
5.835634,0,1,0.487848,-0.371683,0.0,-0.809707,1.909739,0.003124,4.70516,0.837896,1.882647,0.393456,0.0,0.025287
5.835634,0,2,0.487848,-0.39496,0.0,-0.770274,2.009316,-0.008729,4.769581,0.780461,1.936434,0.388508,0.0,0.025228
5.835634,0,3,0.487848,-0.383102,0.0,-0.795687,1.951796,0.013638,4.728589,0.778382,2.036465,0.408421,0.0,0.026369
5.835634,0,4,0.487848,-0.401481,0.0,-0.831684,1.958643,-0.002809,4.849747,0.716703,1.882351,0.377791,0.0,0.02364
5.835634,1,0,0.487848,-0.411474,0.0,-0.861232,2.194744,0.06006,5.546171,0.89409,2.210743,0.442272,0.0,0.021696
5.835634,1,1,0.487848,-0.412441,0.0,-0.867861,2.110581,0.054402,5.660653,0.856736,2.283007,0.426537,0.0,0.022233
5.835634,1,2,0.487848,-0.414276,0.0,-0.864321,2.233005,0.053059,5.655408,0.862328,2.16019,0.426124,0.0,0.023469
5.835634,1,3,0.487848,-0.443081,0.0,-0.840079,2.158906,0.079216,5.577002,0.873797,2.264465,0.430667,0.0,0.022049
5.835634,1,4,0.487848,-0.421163,0.0,-0.819669,2.227195,0.057605,5.674896,0.891669,2.210929,0.442791,0.0,0.023075
5.835634,1,5,0.487848,-0.434344,0.0,-0.840892,2.11401,0.068574,5.713809,0.878401,2.205439,0.418796,0.0,0.022969
5.835634,1,6,0.487848,-0.419193,0.0,-0.841819,2.221715,0.072141,5.587227,0.884627,2.279925,0.425169,0.0,0.022121
5.835634,1,7,0.487848,-0.420003,0.0,-0.896257,2.161463,0.058512,5.738308,0.889807,2.136753,0.412373,0.0,0.022839
5.835634,2,0,0.487848,-0.490049,0.0,-0.948548,2.420233,0.101089,6.349122,0.949703,2.480351,0.498282,0.0,0.020834
5.835634,2,1,0.487848,-0.486055,0.0,-1.025254,2.470039,0.122084,6.418687,0.982218,2.439392,0.475675,0.0,0.020653
5.835634,2,2,0.487848,-0.49371,0.0,-0.969957,2.409851,0.117664,6.046117,0.949429,2.257695,0.462864,0.0,0.019637
5.835634,2,3,0.487848,-0.464296,0.0,-0.983801,2.527973,0.104421,6.311693,0.937033,2.566357,0.44175,0.0,0.020528
5.835634,2,4,0.487848,-0.479706,0.0,-0.933833,2.474381,0.105317,6.445213,0.964539,2.394498,0.47751,0.0,0.02066
5.835634,2,5,0.487848,-0.485772,0.0,-0.948699,2.440629,0.105917,6.037923,0.992924,2.531069,0.486307,0.0,0.020321
5.835634,2,6,0.487848,-0.51276,0.0,-0.989787,2.369412,0.126247,6.524335,0.98613,2.446662,0.482093,0.0,0.019897
5.835634,2,7,0.487848,-0.49707,0.0,-0.949637,2.571961,0.107687,6.146484,0.974239,2.435184,0.498282,0.0,0.020671
5.835634,2,8,0.487848,-0.492498,0.0,-0.952081,2.373778,0.114562,6.260412,0.953117,2.576655,0.467431,0.0,0.020733
5.835634,2,9,0.487848,-0.474414,0.0,-1.014614,2.39243,0.104198,6.151327,0.969312,2.476502,0.474728,0.0,0.020073
5.835634,2,10,0.487848,-0.505643,0.0,-0.950032,2.530777,0.119942,6.118107,0.946412,2.388804,0.472638,0.0,0.019505
5.835634,2,11,0.487848,-0.490435,0.0,-0.933045,2.507375,0.110051,6.267075,0.99953,2.47566,0.493286,0.0,0.01927
5.835634,2,12,0.487848,-0.473754,0.0,-0.936635,2.415663,0.121772,6.074712,0.96774,2.401568,0.475163,0.0,0.020622
2.328298,0,0,0.593582,-0.148023,0.0,-0.314828,0.782201,-0.004651,1.876587,0.316007,0.739005,0.153194,0.0,0.009377
2.328298,0,1,0.593582,-0.157245,0.0,-0.303423,0.754171,0.003475,1.909162,0.300783,0.818825,0.157052,0.0,0.009418
2.328298,0,2,0.593582,-0.145884,0.0,-0.292428,0.758741,-1e-06,1.868308,0.301793,0.789812,0.156729,0.0,0.009379
2.328298,0,3,0.593582,-0.163181,0.0,-0.300616,0.747669,0.008711,1.885542,0.316307,0.729044,0.152413,0.0,0.009175
2.328298,0,4,0.593582,-0.158816,0.0,-0.315053,0.76543,0.001021,1.85362,0.301005,0.762771,0.156957,0.0,0.008867
2.328298,1,0,0.593582,-0.168137,0.0,-0.352571,0.859957,0.031607,2.112981,0.346153,0.887323,0.184164,0.0,0.008663
2.328298,1,1,0.593582,-0.17172,0.0,-0.331838,0.843314,0.025657,2.178069,0.39089,0.850226,0.182516,0.0,0.008979
2.328298,1,2,0.593582,-0.174547,0.0,-0.350891,0.858335,0.031114,2.071195,0.360045,0.853265,0.169089,0.0,0.008601
2.328298,1,3,0.593582,-0.174048,0.0,-0.338616,0.909513,0.02076,2.163971,0.376604,0.837507,0.167117,0.0,0.0085
2.328298,1,4,0.593582,-0.178129,0.0,-0.357746,0.851348,0.032432,2.213996,0.366241,0.858511,0.17744,0.0,0.008537
2.328298,1,5,0.593582,-0.183059,0.0,-0.344285,0.878045,0.02873,2.186348,0.361762,0.836364,0.176643,0.0,0.008657
2.328298,1,6,0.593582,-0.173665,0.0,-0.342262,0.883027,0.024383,2.051261,0.326279,0.875899,0.177314,0.0,0.008778
2.328298,1,7,0.593582,-0.180703,0.0,-0.35274,0.870201,0.028753,2.211339,0.338653,0.873312,0.173177,0.0,0.008324
2.328298,2,0,0.593582,-0.192538,0.0,-0.378957,0.91064,0.057657,2.371982,0.375479,0.933589,0.194864,0.0,0.00784
2.328298,2,1,0.593582,-0.195352,0.0,-0.365304,0.906929,0.056494,2.286472,0.379738,0.955173,0.204042,0.0,0.007968
2.328298,2,2,0.593582,-0.201494,0.0,-0.397196,0.948292,0.061071,2.428258,0.397837,0.975333,0.197704,0.0,0.007438
2.328298,2,3,0.593582,-0.190735,0.0,-0.396224,0.972091,0.054158,2.302507,0.384547,0.938141,0.196718,0.0,0.007761
2.328298,2,4,0.593582,-0.187429,0.0,-0.398491,0.900857,0.053705,2.410026,0.38819,0.92815,0.204581,0.0,0.007861
2.328298,2,5,0.593582,-0.204096,0.0,-0.414328,0.946792,0.057663,2.388303,0.38477,0.949688,0.197995,0.0,0.007316
2.328298,2,6,0.593582,-0.204818,0.0,-0.379889,0.905808,0.050333,2.481793,0.375542,0.958459,0.201699,0.0,0.007806
2.328298,2,7,0.593582,-0.19132,0.0,-0.405519,0.948115,0.051274,2.315397,0.386069,0.952212,0.200627,0.0,0.00769
2.328298,2,8,0.593582,-0.186144,0.0,-0.397992,0.977363,0.064721,2.279276,0.400667,0.9489,0.188051,0.0,0.008023
2.328298,2,9,0.593582,-0.190719,0.0,-0.389577,0.95223,0.057594,2.413593,0.384308,0.946835,0.194976,0.0,0.007498
2.328298,2,10,0.593582,-0.180345,0.0,-0.379201,0.973218,0.054437,2.277448,0.380915,0.976842,0.181417,0.0,0.0079
2.328298,2,11,0.593582,-0.192128,0.0,-0.396026,0.918279,0.051425,2.239125,0.381742,0.959803,0.201113,0.0,0.007841
2.328298,2,12,0.593582,-0.202549,0.0,-0.400354,0.918677,0.059719,2.279935,0.432235,0.930415,0.191841,0.0,0.007658
7.142699,0,0,0.594366,-0.469356,0.0,-0.958352,2.378017,0.000678,5.851405,0.944189,2.327981,0.479665,0.0,0.02954
7.142699,0,1,0.594366,-0.462326,0.0,-0.954756,2.329377,-0.016114,5.957915,0.986452,2.372778,0.489775,0.0,0.030157
7.142699,0,2,0.594366,-0.489015,0.0,-0.919217,2.363203,0.003505,5.618453,0.971759,2.409053,0.462691,0.0,0.029533
7.142699,0,3,0.594366,-0.493974,0.0,-0.935645,2.332224,0.012526,5.914899,0.993644,2.226786,0.489341,0.0,0.030382
7.142699,0,4,0.594366,-0.460046,0.0,-0.97904,2.437262,-0.005274,5.969387,0.92443,2.377287,0.453714,0.0,0.029971
7.142699,1,0,0.594366,-0.547512,0.0,-1.083941,2.503156,0.082619,6.468639,1.096666,2.625957,0.545623,0.0,0.026248
7.142699,1,1,0.594366,-0.540489,0.0,-1.047287,2.6359,0.088941,6.439215,1.070304,2.683838,0.554036,0.0,0.027347
7.142699,1,2,0.594366,-0.567501,0.0,-1.079606,2.52771,0.065638,6.355261,1.115022,2.662294,0.549775,0.0,0.026237
7.142699,1,3,0.594366,-0.561836,0.0,-1.087245,2.575875,0.084362,6.476928,1.101313,2.594305,0.547976,0.0,0.026308
7.142699,1,4,0.594366,-0.537534,0.0,-1.112241,2.67847,0.093962,6.287315,1.10584,2.61743,0.541919,0.0,0.028675
7.142699,1,5,0.594366,-0.558819,0.0,-1.052975,2.65632,0.096999,6.994414,1.099086,2.558486,0.556651,0.0,0.024836
7.142699,1,6,0.594366,-0.559179,0.0,-1.0421,2.641679,0.102256,6.396639,1.025065,2.61772,0.530788,0.0,0.025827
7.142699,1,7,0.594366,-0.560054,0.0,-1.052284,2.64855,0.078678,6.582478,1.060608,2.689115,0.530381,0.0,0.02659
7.142699,2,0,0.594366,-0.603556,0.0,-1.237334,3.000415,0.156617,7.209366,1.194228,2.807605,0.599157,0.0,0.02336
7.142699,2,1,0.594366,-0.618912,0.0,-1.244116,2.958445,0.159266,7.571292,1.284858,2.948476,0.623152,0.0,0.023293
7.142699,2,2,0.594366,-0.56667,0.0,-1.207894,2.790058,0.182247,7.638832,1.157562,2.928532,0.59454,0.0,0.022853
7.142699,2,3,0.594366,-0.595832,0.0,-1.211176,2.891356,0.16385,7.267898,1.255199,2.921666,0.585516,0.0,0.022982
7.142699,2,4,0.594366,-0.593386,0.0,-1.15158,2.911216,0.161821,7.385651,1.229057,2.857929,0.594757,0.0,0.023597
7.142699,2,5,0.594366,-0.56826,0.0,-1.181224,2.979204,0.171875,7.317415,1.209107,2.959145,0.572502,0.0,0.021972
7.142699,2,6,0.594366,-0.590606,0.0,-1.194958,2.782549,0.185,7.081078,1.233707,2.861063,0.605876,0.0,0.022841
7.142699,2,7,0.594366,-0.580036,0.0,-1.177409,2.869876,0.169762,7.050356,1.216085,3.088614,0.568529,0.0,0.023966
7.142699,2,8,0.594366,-0.579739,0.0,-1.159405,2.945482,0.157653,6.988479,1.253092,2.869221,0.583042,0.0,0.023106
7.142699,2,9,0.594366,-0.590465,0.0,-1.184458,2.720857,0.162633,7.338829,1.186807,2.962113,0.58199,0.0,0.023642
7.142699,2,10,0.594366,-0.605549,0.0,-1.129443,2.814358,0.17322,7.611391,1.1806,2.834521,0.622807,0.0,0.023121
7.142699,2,11,0.594366,-0.606971,0.0,-1.215886,2.90043,0.16991,7.387262,1.221755,3.076632,0.61687,0.0,0.022477
7.142699,2,12,0.594366,-0.598125,0.0,-1.169699,2.875105,0.172664,7.474941,1.19561,2.814881,0.596649,0.0,0.024049
6.993518,0,0,0.764376,-0.490788,0.0,-0.944981,2.199082,0.009533,5.348298,1.019778,2.150998,0.477038,0.0,0.025584
6.993518,0,1,0.764376,-0.487212,0.0,-0.94409,2.185384,-0.014183,5.344867,0.969802,2.059685,0.455505,0.0,0.027049
6.993518,0,2,0.764376,-0.502166,0.0,-0.934621,2.255863,-0.001162,5.284856,0.92128,2.15794,0.496055,0.0,0.027344
6.993518,0,3,0.764376,-0.496761,0.0,-1.041822,2.145147,0.004625,5.410947,1.026165,2.070812,0.485287,0.0,0.027053
6.993518,0,4,0.764376,-0.51372,0.0,-0.951866,2.136616,0.001874,5.772769,0.94921,2.222875,0.505711,0.0,0.024688
6.993518,1,0,0.764376,-0.556691,0.0,-1.049529,2.413184,0.113961,6.161801,1.076864,2.509517,0.543651,0.0,0.024852
